PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment,Compound QC
147,24416244,5162647,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=C(O3)C=CC(=C4)NC(=O)C5=CC=CC=C5Cl)Cl,Active,,,,High,175.86,class = 0,QC'ed NCATS
148,24417378,1511198,CC1=C(C=C(C=C1)C2=NN3C(=NN=C3C4=CC=CC=C42)C)S(=O)(=O)NC,Active,,,,High,146.44,class = 0,QC'ed NCATS
149,29215522,9872740,C[C@H](CNC(C)(C)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
150,124892236,9893924,C1=CC(=C(C=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl)Cl,Active,,,,Moderate,14,class = 1,QC'ed NCATS
151,174007299,5516,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,,,,Low,1,class = 1,QC'ed NCATS
152,174007191,73265357,CCCNC(=O)[C@@H]1[C@@H](O1)C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@@H]2C(=O)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
153,170465481,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Active,,,,High,240,class = 0,QC'ed NCATS
154,170466562,6165447,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)C(=O)N,Inactive,,,,Low,7.99,class = 1,QC'ed NCATS
155,170466637,71335,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,Inactive,,,,Low,1,class = 1,QC'ed NCATS
156,170465783,34001,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
157,384568270,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,Active,,,,High,234.73,class = 0,QC'ed NCATS
158,29217598,9860529,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,Active,,,,High,294.22,class = 0,QC'ed NCATS
159,170465557,37907,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
160,124893286,2377964,CN1C(=NN=N1)SC2=NC=NC3=C2C=CS3,Active,,,,Moderate,67.58,class = 1,QC'ed NCATS
161,170465365,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Inactive,,,,Low,9.71,class = 1,QC'ed NCATS
162,170465617,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
163,170466345,122077,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,Active,,,,Moderate,21.49,class = 1,QC'ed NCATS
164,170465029,60196365,C1CN(CCN1CCOCC(=O)N)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,Active,,,,High,358.7,class = 0,QC'ed NCATS
165,170465180,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Active,,,,Moderate,63.36,class = 1,QC'ed NCATS
166,170466862,11219835,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,Active,,,,High,110.63,class = 0,QC'ed NCATS
167,170465224,54685047,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,Inactive,,,,Low,1,class = 1,QC'ed NCATS
168,50124620,15571694,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
169,50125355,24871224,CC[C@H]1CN2CCC3CC(C(CC3[C@@H]2C[C@@H]1C[C@@H]4C5=C(CCN4)CC(=C(C5)OC)O)OC)OC,Active,,,,High,152.85,class = 0,QC'ed NCATS
170,144206281,5388936,CC[C@@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3CCC(=O)C[C@H]3C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
171,56431688,25109905,C1=CC=C(C=C1)CCN2C=CC3=C(C2=N)C(C4=C(O3)C=CC5=CC=CC=C54)C6=CC=CC=C6,Active,,,,High,552.54,class = 0,QC'ed NCATS
172,57288372,25181364,C1=CNC(=O)C(=C1C2=CC=NC=C2)N,Inactive,,,,Low,3.1,class = 1,QC'ed NCATS
173,57288373,25181365,C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,Active,,,,High,612.64,class = 0,QC'ed NCATS
174,57288374,25181366,CN(C)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,Active,,,,High,115.69,class = 0,QC'ed NCATS
175,57288375,25181367,CN(C)C(=O)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,Active,,,,Moderate,12.06,class = 1,QC'ed NCATS
176,124893772,24180125,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5,Active,,,,High,239,class = 0,QC'ed NCATS
177,170466021,2515,CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,Active,,,,Moderate,10.73,class = 1,QC'ed NCATS
178,89650096,44142148,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC(=CC=C4)S(=O)(=O)C,Active,,,,Moderate,93.94,class = 1,QC'ed NCATS
179,104223957,2921716,CCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-],Active,,,,Moderate,36.3,class = 1,QC'ed NCATS
180,144206859,71900,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Active,,,,Moderate,27.89,class = 1,QC'ed NCATS
181,57288397,9795907,C1=CC=C(C=C1)N2C(=O)C3=C(SC=C3C(=N2)C(=O)O)N,Inactive,,,,Low,1,class = 1,QC'ed NCATS
182,124894352,644241,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Active,,,,High,676.03,class = 0,QC'ed NCATS
183,87677813,44144342,CS(=O)(=O)C1=CC=CC=C1C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,11.87,class = 1,QC'ed NCATS
184,87677814,44144356,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CN=CC=C3,Active,,,,Moderate,23.25,class = 1,QC'ed NCATS
185,87677817,44144352,CC1=C(C(=NO1)C)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,58.86,class = 1,QC'ed NCATS
186,87677820,44144360,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)N,Active,,,,Moderate,86.85,class = 1,QC'ed NCATS
187,99367903,46907660,CC(=O)NC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Inactive,,,,Low,1,class = 1,QC'ed NCATS
188,87677825,44144364,CN(C)C(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,30.53,class = 1,QC'ed NCATS
189,99367907,46907760,CS(=O)(=O)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,74.04,class = 1,QC'ed NCATS
190,87677828,44143157,CS(=O)(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,Moderate,49.14,class = 1,QC'ed NCATS
191,124894559,44341401,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@@H]5F)F,Inactive,,,,Low,1,class = 1,QC'ed NCATS
192,85267344,44246403,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CC3=CC(=C(C=C3)OC)OC,Active,,,,Moderate,55.05,class = 1,QC'ed NCATS
193,89449681,44820665,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CC=C4)NC(=O)CN,Inactive,,,,Low,1,class = 1,QC'ed NCATS
194,104224103,49852946,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC(=O)NC4=CC=CC(=C4)C(=O)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
195,99367914,46907723,CN(C)C(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,583.14,class = 0,QC'ed NCATS
196,99367917,46907697,C1CN(CCC1C(=O)N2CCOCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,,,,High,235.65,class = 0,QC'ed NCATS
197,99367918,46907661,C1CN(CCC1C(=O)N2CCNCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,,,,High,483.74,class = 0,QC'ed NCATS
198,99367922,46907713,C1CN(CCC1C(=O)N)C2=NC=C(S2)Br,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
199,99367923,46907712,C1CN(CCC1C(=O)N)C2=NC=C(C=N2)Br,Active,,,,Moderate,61.52,class = 1,QC'ed NCATS
200,99367924,46907729,C1CN(CCC1C(=O)N)C2=NC=CC(=N2)Cl,Active,,,,Moderate,37.26,class = 1,QC'ed NCATS
201,99367927,46907727,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)N,Active,,,,Moderate,87.13,class = 1,QC'ed NCATS
202,99367928,46907680,COC1=C(C=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N)OC,Active,,,,High,270.33,class = 0,QC'ed NCATS
203,99367929,46907669,COC1=CC(=CC(=C1OC)OC)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,256.61,class = 0,QC'ed NCATS
204,99367935,46907689,CC(C)OC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,>1000,class = 0,QC'ed NCATS
205,99367945,46907667,CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
206,99367950,46907737,CC(=O)N1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,995.19,class = 0,QC'ed NCATS
207,99367951,46907724,C1CN(CCC1N)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,>1000,class = 0,QC'ed NCATS
208,99367952,46907754,C1CN(CCC1C2=NNN=N2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,,,,High,140.63,class = 0,QC'ed NCATS
209,99367953,46907674,CC(=O)NC1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,,,,High,788.57,class = 0,QC'ed NCATS
210,99367954,46907688,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CO4,Inactive,,,,Low,4.09,class = 1,QC'ed NCATS
211,99367955,46907709,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)C4=CC=CC=C4,Active,,,,High,742.65,class = 0,QC'ed NCATS
212,99367957,46907730,CS(=O)(=O)N1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
213,99367958,46907747,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)C(=O)N,Active,,,,High,958.15,class = 0,QC'ed NCATS
214,109967254,135422895,CN=C1CN=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CN3,Active,,,,High,353.63,class = 0,QC'ed NCATS
215,124896721,9967941,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3,Active,,,,High,512.21,class = 0,QC'ed NCATS
216,174316142,44246499,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=CC(=CC=C4)N)SC(=C2)S(=O)C,Active,,,,High,106.04,class = 0,QC'ed NCATS
217,104224195,1005314,C1=CC(=CC(=C1)N2C=CC=C2/C=C/3\C(=O)N(C(=O)N3)C4=CC(=CC=C4)Cl)C(=O)O,Inactive,,,,Low,3.96,class = 1,QC'ed NCATS
218,124898752,20969430,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C4,Active,,,,High,429.24,class = 0,QC'ed NCATS
219,104224196,49853075,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)C(F)(F)F,Active,,,,High,586.64,class = 0,QC'ed NCATS
220,99367971,46907657,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC(=CC=C3)N4CCOCC4,Active,,,,High,374.17,class = 0,QC'ed NCATS
221,99367974,46907671,C1COC2=C(C=C(C=C2)C3=CC(=NC=N3)N4CCC(CC4)C(=O)N)OC1,Active,,,,Moderate,37.05,class = 1,QC'ed NCATS
222,99367980,46907666,C1COC2=C(C=C(C=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)O)OC1,Active,,,,Moderate,10.1,class = 1,QC'ed NCATS
223,99367982,46907678,COC1=C(C=C(C=C1)C2=CN=C(S2)N3CCC(CC3)C(=O)N)OC,Active,,,,High,335.88,class = 0,QC'ed NCATS
224,99367985,23729147,C1CN(CCC1COC2=CC=CC3=C2C(=NC(=N3)N)N)CC4=CC=CC=C4F,Active,,,,High,937.63,class = 0,QC'ed NCATS
225,99367991,46907746,C1COC2=C(C=C(C=C2)C3=NN=C(S3)N4CCC(CC4)C(=O)N)OC1,Active,,,,Moderate,83.85,class = 1,QC'ed NCATS
226,104224257,11551001,CC1=CSC2=C1C(=O)N(C(=O)N2CC3=CC=CC=C3)O,Active,,,,High,115.82,class = 0,QC'ed NCATS
227,174007035,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,Inactive,,,,Low,1.1,class = 1,QC'ed NCATS
228,104224268,49853131,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=C(C=C3)N,Active,,,,High,717.19,class = 0,QC'ed NCATS
229,104224270,701529,C1=CC=C(C=C1)CCN2C3=CC=CC=C3NC2=S,Active,,,,High,125.79,class = 0,QC'ed NCATS
230,174006739,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,Inactive,,,,Low,5.3,class = 1,QC'ed NCATS
231,90945016,44968250,CCOC(=O)C1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NCCC4=CN=CN4,Active,,,,High,>1000,class = 0,QC'ed NCATS
232,89650115,39886486,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)N4C)C,Active,,,,High,306.35,class = 0,QC'ed NCATS
233,89650116,44825300,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC(=O)C4,Active,,,,Moderate,40.48,class = 1,QC'ed NCATS
234,89650119,44825303,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)N4,Inactive,,,,Low,1,class = 1,QC'ed NCATS
235,174006431,10127622,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,Active,,,,High,130.72,class = 0,QC'ed NCATS
236,103061644,49787080,CN(C)[C@@H]1CCN(C1)C2=CC=CC(=C2)NC3=NN4C(=O)C5=CC=CC=C5N=C4S3,Active,,,,High,124.75,class = 0,QC'ed NCATS
237,99431323,46926046,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=CC=CC=C5Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
238,174006342,49852229,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F,Active,,,,Moderate,38.53,class = 1,QC'ed NCATS
239,134225063,2806493,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
240,99380797,46916190,CCNC(=O)C1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NCC4CCCO4,Active,,,,High,145.79,class = 0,QC'ed NCATS
241,99431338,46926057,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5=NN=CS5,Active,,,,High,127.54,class = 0,QC'ed NCATS
242,110167679,46916310,C1CC(C2=C(C1)N(N=C2)C3=C(C=C(C=C3)F)F)NC(=O)C4=CC=CC=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
243,99381597,46916317,CN(C)CC(=O)NC1CCCC2=C1C=NN2C3=C(C=C(C=C3)F)F,Active,,,,High,412.35,class = 0,QC'ed NCATS
244,104224451,49853209,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)C,Active,,,,High,592.51,class = 0,QC'ed NCATS
245,104224452,49852856,C1CN(CCN1C2=CC=C(C=C2)C(F)(F)F)C(=S)NC3=CC=CC=N3,Active,,,,High,814.62,class = 0,QC'ed NCATS
246,104224455,49853100,COC(=O)C1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
247,104224460,49852823,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=S)NC3=NC=CC4=CC=CC=C43,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
248,99431355,46926073,CC1=C(C2(CCCC2)N=C(N1)NC3=NC4=CC=CC=C4O3)C(=O)NC5=NN=CS5,Inactive,,,,Low,1,class = 1,QC'ed NCATS
249,99431360,46926078,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5=NN=CS5,Active,,,,High,>1000,class = 0,QC'ed NCATS
250,99431362,46926080,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NN=CS5,Active,,,,Moderate,37.05,class = 1,QC'ed NCATS
251,134225083,56593329,COC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
252,124949384,42376812,CC1=CC(=C(C=C1)C(=O)N2CCC3=C(C(=CC(=O)N3CC2)OC)C(=O)N(C)CC4=CSC=N4)C,Inactive,,,,Low,9.91,class = 1,QC'ed NCATS
253,174006567,53398697,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,Inactive,,,,Low,1,class = 1,QC'ed NCATS
254,174006470,3038525,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,Active,,,,High,866.36,class = 0,QC'ed NCATS
255,124950268,9563318,C1=CC=NC(=C1)SC2=CC=C(O2)/C=N/NC(=O)C3=CC=NC=C3,Active,,,,Moderate,76.82,class = 1,QC'ed NCATS
256,99460881,46947865,C1CC(C2=C(C1)N(N=C2)C3=C(C=C(C=C3)F)F)NC(=O)C4=CC=C(C=C4)C5(N=N5)C(F)(F)F,Inactive,,,,Low,1,class = 1,QC'ed NCATS
257,137275846,9803963,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,Active,,,,High,519.78,class = 0,QC'ed NCATS
258,104224707,49853287,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)Cl)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
259,104224708,49853141,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C(F)(F)F)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
260,104224756,49853203,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC=NC=C3)C,Active,,,,High,450.18,class = 0,QC'ed NCATS
261,124398509,49853134,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)F)F)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
262,104224779,49853294,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)CC3=CC(=CC=C3)C(F)(F)F)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
263,104224790,49853266,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-])C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
264,104224801,49853005,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC(=NC4=CC=CC=C43)C(F)(F)F)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
265,124950695,24889392,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,Inactive,,,,Low,1,class = 1,QC'ed NCATS
266,124950697,11713159,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
267,110167682,50898225,C1CC(C2=C(C1)N(N=C2)C3=CC=C(C=C3)O)NC(=O)C4=CC=CC=N4,Active,,,,High,587.05,class = 0,QC'ed NCATS
268,124351203,46902231,CC(=O)NC1=CC=C(C=C1)OCC2=CN(N=N2)CC(=O)C3=CC=C(C=C3)O,Inactive,,,,Low,1,class = 1,QC'ed NCATS
269,124391175,53255427,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N(C)C(=O)CC3=CC(=C(C=C3)Cl)Cl,Active,,,,Moderate,48.12,class = 1,QC'ed NCATS
270,124391179,53255440,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3=CC(=C(C=C3)Cl)Cl,Active,,,,Moderate,46.24,class = 1,QC'ed NCATS
271,124398537,53257113,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=S)NC3=CC4=CC=CC=C4C=N3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
272,124398543,53257132,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC(=NC4=C3C=C(C=C4)C(F)(F)F)C(F)(F)F)C,Active,,,,High,635.89,class = 0,QC'ed NCATS
273,124398555,53257087,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
274,124398557,53257190,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)Cl)Cl,Active,,,,High,867.73,class = 0,QC'ed NCATS
275,124398559,53257196,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-],Active,,,,High,>1000,class = 0,QC'ed NCATS
276,124398561,53257155,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)Cl,Active,,,,High,929.9,class = 0,QC'ed NCATS
277,124398564,53257119,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,,,,High,372.51,class = 0,QC'ed NCATS
278,124398570,53257126,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
279,124398597,53257176,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)C(F)(F)F)Cl)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
280,124398604,53257116,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=C3)Cl)F)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
281,137275865,14096316,C[C@]12[C@](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,Inactive,,,,Low,7.06,class = 1,QC'ed NCATS
282,134225094,56593314,COC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC(=CC=C3)S(=O)(=O)C(F)(F)F,Inactive,,,,Low,7.6,class = 1,QC'ed NCATS
283,124391163,53255421,C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=NOC=C3,Inactive,,,,Low,9.17,class = 1,QC'ed NCATS
284,124391149,53255430,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)F,Active,,,,Moderate,11.51,class = 1,QC'ed NCATS
285,124391142,53255396,CC1=CC(=NO1)N[S+](=O)(C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)F)[O-],Inactive,,,,Low,6.43,class = 1,QC'ed NCATS
286,124391143,53255428,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)Cl,Active,,,,Moderate,10.4,class = 1,QC'ed NCATS
287,161003873,1001345,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
288,161003874,2964643,CCCCC1CCC(CC1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,,,,High,586.55,class = 0,QC'ed NCATS
289,124953107,77623,C1CCC2=C(C1)N=C3CCCCC3=N2,Active,,,,High,256.72,class = 0,QC'ed NCATS
290,124953136,53277,CC1C(OC2=C(C1=O)C(=C3C(=C2)C(=C(C=C3O)O)C4=C(C=C(C5=C(C6=C(C=C54)OC(C(C6=O)C)C)O)O)O)O)C,Inactive,,,,Low,8.5,class = 1,QC'ed NCATS
291,124953174,244989,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4C)N,Inactive,,,,Low,1.95,class = 1,QC'ed NCATS
292,124953202,72512,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
293,124953220,3430748,COC1C(CC2CN3CCC4=C(C3CC2C1CO)NC5=C4C=CC(=C5)OC)O,Inactive,,,,Low,3.2,class = 1,QC'ed NCATS
