Solubility_log(mol/L),SMILES
-8.2164783763,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1
-8.2138073561,CCCCOC(=O)c1ccccc1N/N=C1\C(=O)C(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)=Cc2ccccc21
-8.21,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl
-8.1979,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1
-8.1939864578,CCCCCCCCCCOC(=O)C(CC)CCCC
-8.1924,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
-8.1906449159,CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC
-8.1852587653,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1
-8.1844134651,COc1ccc(C(=O)Nc2ccccc2)cc1N/N=C1\C(=O)C(C(=O)Nc2cc(Cl)ccc2OC)=Cc2ccccc21
-8.18,Cc1cc(Cc2ccc(Cl)cc2)c(Cl)c(Cl)c1Cl
-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-8.1750686223,COC(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1N/N=C1\C(=O)C(C(=O)Nc2ccccc2OC)=Cc2ccccc21
-8.1731,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(OC(F)F)cc1
-8.1724,CCCCCCCCCCCCCCCCCCCC
-8.172,CCCCCCCCCCCCCCCCCCCC
-8.17,CC(C)(Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C)Sc1c(C(C)(C)C)cc(O)cc1C(C)(C)C
-8.1667842337,COc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N/Nc2ccc(C(N)=O)cc2)C1=O
-8.1584243143,c1ccc2c(c1)C1=NC2=Nc2c3ccccc3c3n2[Cu]n2c(c4ccccc4c2=NC2=NC(=N3)c3ccccc32)=N1
-8.1508681249,O=C(Nc1cc(Cl)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(Cl)ccc3Cl)C2=O)cc1Cl)C1=Cc2ccccc2/C(=N/Nc2cc(Cl)ccc2Cl)C1=O
-8.1501,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl
-8.1469015236,CC(C)CCCCCCCCCCCCCCC(=O)[O-].[K+]
-8.146786216599999,Cc1cc(Cc2cc(C)cc(C3(C)CCCCC3)c2O)c(O)c(C2(C)CCCCC2)c1
-8.1416267302,CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1ccc(-c2ccc(N/N=C3/C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl
-8.14,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-8.13,Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)c(Cl)c1Cl
-8.1257893916,Fc1ccc(-n2c[c-]cc2)c(F)c1.Fc1ccc(-n2c[c-]cc2)c(F)c1.[Ti+4].c1cc[cH-]c1.c1cc[cH-]c1
-8.123728845599999,N#Cc1ccc(C=Cc2ccc(C=Cc3cccc(C#N)c3)cc2)cc1
-8.1199,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
-8.1118919859,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1
-8.11,C#CC1(OC(=O)c2ccc(-c3ccccc3)cc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
-8.1064832759,CC(C)(C)c1cc(CCC(=O)OCCCCCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
-8.1027530485,CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1
-8.1019307222,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1
-8.1,Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
-8.0974343241,CCN(CC)c1ccc2c(C#N)c(-c3nc4ccccc4s3)c(=O)oc2c1
-8.09,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
-8.0871707055,O=C(N=NNc1cc(Cl)c(-c2ccc(-c3cc(Cl)c(NN=NC(=O)c4cc5ccccc5cc4O)cc3Cl)cc2)cc1Cl)c1cc2ccccc2cc1O
-8.0701647483,CCCCCCCC/C=C/CCCCCCCC(=O)OCCC(C)C
-8.0680715196,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12
-8.0625429623,[O-2].[Pd+2]
-8.06,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1
-8.06,Cc1cc(Cc2cc(Cl)ccc2Cl)c(Cl)cc1Cl
-8.06,Clc1cc(Cl)cc(Oc2cc(Cl)c(Cl)cc2Cl)c1
-8.06,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1
-8.0585030279,CC(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCOC(C)=O)cc2)cc1
-8.0575,c1ccc2c(c1)ccc1c3ccccc3ccc21
-8.057,c1ccc2c(c1)ccc1c3ccccc3ccc21
-8.0566,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-8.0544153113,Nc1c(OCCOC(=O)Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O
-8.04,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
-8.04,c1ccc2c(c1)Cc1cc3ccccc3cc1-2
-8.03,Cc1cc(Cl)c(Cc2cc(Cl)ccc2Cl)cc1Cl
-8.017000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-8.0133,Clc1ccccc1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-8.0115,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-8.01,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-8.01,Clc1ccc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1
-8.0045326037,COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl
-8.004,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
-8.003,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-8.0025,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-8.0,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
-7.9969982826,O=C1C=Cc2ccccc2/C1=N/Nc1ccc([N+](=O)[O-])cc1Cl
-7.9926275988,CC(C)CCCCCCCCCCCCCCCOC(=O)CC(O)C(=O)OCCCCCCCCCCCCCCCC(C)C
-7.9911025111,COc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1
-7.99,Cc1c(Cl)ccc(Cc2c(Cl)cccc2Cl)c1Cl
-7.985818524400001,CC(C)=CCCc1ccc2c(c1)C(=O)c1ccccc1C2=O
-7.9828073074,O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34
-7.9823,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl
-7.9814736459,Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
-7.981147656799999,Cc1cc([N+](=O)[O-])ccc1N/N=C1\C(=O)C(C(=O)Nc2ccccc2C)=Cc2ccccc21
-7.9806713528,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C
-7.9743,Cc1cccc2c1c(C)cc1cc3ccccc3cc12
-7.973715535399999,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1
-7.973611776,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccccc3)cc2)cc1
-7.9717711074,CC(=O)C(N=Nc1cc(C(=O)Nc2cccc(Cl)c2C)ccc1Cl)C(=O)Nc1cc(Cl)c(NC(=O)C(N=Nc2cc(C(=O)Nc3cccc(Cl)c3C)ccc2Cl)C(C)=O)cc1C
-7.9690613395,Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1
-7.968043762200001,[Nb]
-7.966789170299999,CCCCCCCCCCCCCCCCCCn1c(=O)c2ccc3sc4ccccc4c4ccc(c1=O)c2c34
-7.9663,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
-7.9658105639,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC
-7.96,CCCCCCCCCCCCCC
-7.96,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1
-7.96,Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl
-7.959,CCCCCCCCCCc1ccccc1
-7.9541,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
-7.9503,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
-7.95,Clc1cc(Cl)cc(-c2c(Cl)ccc(Cl)c2Cl)c1
-7.95,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1
-7.946874563300001,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12
-7.94522478,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COCCCCCCC
-7.9407,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
-7.94,Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl
-7.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
-7.9319837821,Cc1cc(Cl)cc2c1C(=O)/C(=C1/Sc3cc(Cl)cc(C)c3C1=O)S2
-7.9318570783,CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O
-7.9318475776,CCCCCCCCCCCC(=O)OCC(C)C
-7.93,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl
-7.9260469847,CCCCCCCCCc1cccc(Nc2cccc(CCCCCCCCC)c2)c1
-7.92,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1
-7.92,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
-7.92,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl
-7.92,Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)cc2Cl)c1
-7.92,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
-7.916,CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1
-7.9107,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
-7.91,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1
-7.91,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1
-7.9081,c1ccc2c3c(ccc2c1)Sc1ccc2ccccc2c1N3
-7.9073894624,O=C(Nc1ccccc1)C1=Cc2ccccc2/C(=N\Nc2cc(Cl)ccc2Cl)C1=O
-7.9052553562,CCN(CC)S(=O)(=O)c1ccc(OC)c(N/N=C2/C(=O)C(C(=O)Nc3cc(Cl)c(OC)cc3OC)=Cc3ccccc32)c1
-7.9032,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl
-7.8916361395,CNS(=O)(=O)c1cc(OC)c(N/N=C2\C(=O)C(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)=Cc3ccccc32)cc1OC
-7.89,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1
-7.8822713548,CC1=NN(c2ccccc2)C(=O)/C1=C/C1C(=O)N(c2ccccc2)N=C1C
-7.88,Clc1cc(Cl)c(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl
-7.88,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
-7.8755092242,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O
-7.8728,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
-7.87,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21
-7.869298263099999,O=C(Nc1ccc(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(Cl)ccc3Cl)C2=O)c(Cl)c1)C1=Cc2ccccc2/C(=N\Nc2cc(Cl)ccc2Cl)C1=O
-7.8662401992,COc1cc(OC)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)C2=O)cc1Cl
-7.8613826501,CCOc1cc2c(cc1NC(=O)c1ccccc1)Oc1c(NC(C)=O)c3c(c(NC(C)=O)c1=N2)Oc1cc(NC(=O)c2ccccc2)c(OCC)cc1N=3
-7.8613,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2
-7.86,Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2Cl)c1
-7.8566,Clc1cc2c(Cl)cccc2c(Cl)c1Cl
-7.85,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2
-7.8465603387,COc1cc(NC(=O)C2=Cc3ccccc3/C(=N/Nc3cc(C(=O)Nc4ccccc4)ccc3OC)C2=O)c(OC)cc1Cl
-7.835715931,CCCCC(CC)COC(=O)CCC(=O)OCC(CC)CCCC
-7.8310984133,CCN(CC)c1ccc2cc(-c3nc4cc(S(N)(=O)=O)ccc4o3)c(=O)oc2c1
-7.8306,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-7.830582616799999,CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1
-7.8300382351,CCCCCCCCCCCCCCCC(=O)OC
-7.83,Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2)c1
-7.83,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl
-7.8292,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
-7.8250730454,Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1
-7.8228,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1
-7.8218,Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1
-7.8207,c1ccc2c(c1)ccc1ccc3ccccc3c12
-7.8201,Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1
-7.82,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-7.82,Clc1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1
-7.814241028500001,Cc1ccc(C(=O)OCCCl)cc1N/N=C1/C(=O)C(C(=O)Nc2cc(C)c(NC(=O)C3=Cc4ccccc4/C(=N/Nc4c(C)cccc4C(=O)OCCCl)C3=O)cc2C)=Cc2ccccc21
-7.813287357,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1
-7.8092,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
-7.806077004,C=CC(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br
-7.8041135239,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
-7.801238331,Cc1cc(C(C)(C)C)c(OP2OCC3(CO2)COP(Oc2c(C(C)(C)C)cc(C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1
-7.800359899299999,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC
-7.8,CCCCCCCCCCCCOC(=O)c1ccc(N)cc1
-7.8,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
-7.8,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31
-7.7954,Clc1c(Cl)c(Cl)c2ccccc2c1Cl
-7.7837785588,Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1
-7.782007082100001,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
-7.779843060399999,Cc1ccccc1OP(Oc1ccccc1C)Oc1ccccc1C
-7.77786597,O=C1c2ccccc2C(=O)c2c(Nc3nc(Nc4cccc5c4C(=O)c4ccccc4C5=O)nc(-c4ccccc4)n3)cccc21
-7.770909422999999,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC
-7.77,Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cc1
-7.7699,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1
-7.763261261599999,O=C1CCCCCN1C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CCCCCC3=O)cc2)cc1
-7.76,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
-7.76,Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
-7.7579945848,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31
-7.7563,Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br
-7.7520707385,COc1ccc(C(=O)Nc2ccccc2)cc1N/N=C1\C(=O)C(C(=O)Nc2cc(Cl)ccc2C)=Cc2ccccc21
-7.751246761699999,N=C(N)N.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1.[Cl-].[H+]
-7.75,C#CC1(OC(=O)c2ccccc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
-7.7440158853,CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
-7.74,Brc1ccc(-c2ccc(Br)cc2)cc1
-7.7398036692,Cc1ccccc1NC(=O)CC(=O)CN=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-].Cc1ccccc1NC(=O)CC(=O)CN=Nc1ccc(S(=O)(=O)[O-])cc1[N+](=O)[O-].[Ca+2]
-7.733,c1ccc2c(c1)Cc1cc3ccccc3cc1-2
-7.729153446000001,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC
-7.7273960926,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)C1c1ccc2cccc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2n1
-7.724189002,CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
-7.721757870399999,CC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(=O)Nc1ccccc1Cl
-7.7185099927,CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O
-7.7171571443,Cc1ccc(Nc2nc(Nc3ccc(C)cc3)c(N=Nc3ccccc3C(F)(F)F)c(C)c2C#N)cc1
-7.7118329776,CC(C)C(C)(C)C(C)(C)C(C)(C)S
-7.7060474791,O=S(=O)([O-])[O-].[O-2].[Zr+4]
-7.7040784145,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCCCCCCCCCCCCCC
-7.7,Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1
-7.69430966,Cc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N\Nc2cc(Cl)c(Cl)cc2Cl)C1=O
-7.6922433716,O=C(Nc1cc(Cl)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(C(F)(F)F)ccc3Cl)C2=O)cc1Cl)C1=Cc2ccccc2/C(=N/Nc2cc(C(F)(F)F)ccc2Cl)C1=O
-7.6916832495,CC(=O)C(N=Nc1cc(C(=O)Nc2cc(C(F)(F)F)ccc2Oc2ccc(Cl)cc2)ccc1Cl)C(=O)Nc1cc(Cl)c(NC(=O)C(N=Nc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3Oc3ccc(Cl)cc3)ccc2Cl)C(C)=O)cc1C
-7.6872220822,CCN(CC)C1=C[C@@H]2Oc3cc(N(CC)CC)c(C)cc3C(c3ccccc3C(=O)OC)=C2C=C1C
-7.6864910333,CC(Br)(CBr)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC(C)(Br)CBr)c(Br)c2)cc1Br
-7.6862678201,O=[Cr]O[Cr]=O
-7.68,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1
-7.6794,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1
-7.678196263899999,Cc1ccc(Cl)cc1N/N=C1\C(=O)C(C(=O)Nc2cc(C)c(NC(=O)C3=Cc4ccccc4/C(=N\Nc4cc(Cl)ccc4C)C3=O)cc2C)=Cc2ccccc21
-7.6770043618,O=C([O-])c1cc2ccccc2c(N=Nc2ccc3ccccc3c2S(=O)(=O)[O-])c1[O-].[H+].[Mn+2]
-7.67,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl
-7.6647115323,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
-7.6637,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
-7.6633437338,NC(=CC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1)Cc1ccccc1
-7.66,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
-7.66,Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
-7.66,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31
-7.6505,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl
-7.65,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl
-7.6499,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl
-7.6415256675,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
-7.64,Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)c(Cl)c1
-7.6382805905,CCNc1cc(C#N)c(N)c2c1C(=O)c1ccccc1C2=O
-7.6358227076,C.[Nb]
-7.6348607805,[Nd+3].[Nd+3].[O-2].[O-2].[O-2]
-7.634485568300001,CC(=O)C(N=Nc1ccccc1OCCOc1ccccc1N=NC(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
-7.6331990421,O=c1c2cc(Br)c3cccc4c(=O)c5cc(Br)c6cccc1c6c5-c2c34
-7.6317322062,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1
-7.6305993261,COc1ccccc1N=NC(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
-7.6275399492,CCCCCCCCCCCCCCCCCC
-7.6266942296,O=c1[nH]c2cc(N=Cc3c([O-])ccc4ccccc34)c(N=Cc3c([O-])ccc4ccccc34)cc2[nH]1.[Ni+2]
-7.6234773746,[Al+3].[Al+3].[O-2].[O-2].[O-2].[O-2].[O-2].[Zn+2].[Zn+2]
-7.6228592843,Cc1cc(N/N=C2\C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.Cc1cc(N/N=C2\C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.[Sr+2]
-7.62,Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1
-7.62,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
-7.6194,CC1(C)[C@H](C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl
-7.6154082599,Cc1ccc(Sc2ccc(C(=O)c3ccccc3)cc2)cc1
-7.6118931699,CCCCCCCC(=O)OOC(=O)CCCCCCC
-7.61,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
-7.6052980935,CC(=O)C(N=Nc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccc(Cl)cc1
-7.602120788300001,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
-7.5936,CCCCCCCCCCCCC
-7.591458633999999,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O
-7.5829344883,CC1=Nn2c(nc3ccccc3c2=O)/C1=N/Nc1ccc(Cl)cc1[N+](=O)[O-]
-7.581973548400001,CCOc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N\Nc2ccc(C(N)=O)cc2)C1=O
-7.58,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
-7.5746,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
-7.573831768200001,CCCCCCCCCCCCS
-7.5649937324,O=C1NC(=O)C(=c2[nH]c(=C3C(=O)NC(=O)NC3=O)c3ccccc23)C(=O)N1
-7.5632144901,Cc1ccccc1NC(=O)C1=Cc2ccccc2/C(=N/Nc2ccc(Cl)cc2[N+](=O)[O-])C1=O
-7.56,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-7.56,Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1
-7.5579677799,Cc1ccc([N+](=O)[O-])cc1N/N=C1\C(=O)C(C(=O)Nc2ccccc2)=Cc2ccccc21
