SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Solubility_log(mol/L),UNIT {Water solubility},"Water solubility {measured, converted}",UNIT {Water solubility}.1,Dataset,Temperature,UNIT {Temperature},Ionic strength,UNIT {Ionic strength},comment (chemical),source,pH,UNIT {pH}
O=C(NC1=CC=C(C=C1)O)C,103-90-2,-,177,4-hydroxyacetanilide,A64,11749573,-,-,-1.03,log(mol/L),1.03,-log(M),Train,,-,,-,,,,-
C12=CC=CC=C1NCC2,496-15-1,-,178,indoline,A64,11749573,-,-,-1.04,log(mol/L),1.04,-log(M),Train,,-,,-,,,,-
O=C1NC=C(F)C(N1)=O,51-21-8,-,179,5-fluorouracil,A64,11749573,-,-,-1.07,log(mol/L),1.07,-log(M),Train,,-,,-,,,,-
CC(C)(O)CCCC,625-23-0,-,180,2-methyl-2-hexanol,A64,11749573,-,-,-1.08,log(mol/L),1.08,-log(M),Train,,-,,-,,,,-
BrC1=CC=C(O)C=C1,106-41-2,-,181,4-bromophenol,A64,11749573,-,-,-1.09,log(mol/L),1.09,-log(M),Train,,-,,-,,,,-
CCBr,74-96-4,-,182,bromoethane,A64,11749573,-,-,-1.09,log(mol/L),1.09,-log(M),Train,,-,,-,,,,-
CC(C)OC(C)C,108-20-3,-,183,diisopropyl ether,A64,11749573,-,-,-1.1,log(mol/L),1.1,-log(M),Train,,-,,-,,,,-
O=C(O)COC1=CC=CC=C1,122-59-8,-,184,phenoxyacetic acid,A64,11749573,-,-,-1.1,log(mol/L),1.1,-log(M),Train,,-,,-,,,,-
COC1=NC=C2N=CC=NC2=N1,102170-44-5,-,185,2-methoxypteridine,A64,11749573,-,-,-1.11,log(mol/L),1.11,-log(M),Train,,-,,-,,,,-
COC=1C=2N=CC=NC2N=CN1,30564-38-6,-,186,4-methoxypteridine,A64,11749573,-,-,-1.11,log(mol/L),1.11,-log(M),Train,,-,,-,,,,-
NCCC1=CC=C(O)C=C1,51-67-2,-,187,tyramine,A64,11749573,-,-,-1.12,log(mol/L),1.12,-log(M),Train,,-,,-,,,,-
OC(C1CC(C)CC(C)C1=O)CC2CC(=O)NC(C2)=O,66-81-9,-,188,cycloheximide,A64,11749573,-,-,-1.13,log(mol/L),1.13,-log(M),Train,,-,,-,,,,-
CC(C)CCCO,626-89-1,-,189,4-methyl-1-pentanol,A64,11749573,-,-,-1.14,log(mol/L),1.14,-log(M),Train,,-,,-,,,,-
NC1=NC(NC=C1)=O,71-30-7,-,190,cytosine,A64,11749573,-,-,-1.14,log(mol/L),1.14,-log(M),Train,,-,,-,,,,-
C12=C(C=CC=C1)N=CO2,273-53-0,-,191,benzoxazole,A64,11749573,-,-,-1.16,log(mol/L),1.16,-log(M),Train,,-,,-,,,,-
S(=O)(CCCl)CCCl,-,-,192,bis-(2-chloroethyl)-sulfoxide,A64,11749573,-,-,-1.16,log(mol/L),1.16,-log(M),Train,,-,,-,,,,-
CCC(CO)CC,97-95-0,-,193,2-ethyl-1-butanol,A64,11749573,-,-,-1.17,log(mol/L),1.17,-log(M),Train,,-,,-,,,,-
ClC(Cl)Cl,67-66-3,-,194,Chloroform,A64,11749573,-,-,-1.17,log(mol/L),1.17,-log(M),Train,,-,,-,,,,-
OC1=CC=C(C)C=C1C,105-67-9,-,195,"2,4-xylenol",A64,11749573,-,-,-1.19,log(mol/L),1.19,-log(M),Train,,-,,-,,,,-
O=CC1=CC=CC=C1,100-52-7,-,196,benzaldehyde,A64,11749573,-,-,-1.19,log(mol/L),1.19,-log(M),Train,,-,,-,,,,-
OCC1=CC=C(C)C=C1,589-18-4,-,197,p-methylbenzyl alcohol,A64,11749573,-,-,-1.2,log(mol/L),1.2,-log(M),Train,,-,,-,,,,-
O=C(OC)C1C(C(OC)=O)C2CC1C=C2,5826-73-3,-,198,dimethyl carbate,A64,11749573,-,-,-1.2,log(mol/L),1.2,-log(M),Train,,-,,-,,,,-
O=C(C=C)OCC(C)C,106-63-8,-,199,isobutyl acrylate,A64,11749573,-,-,-1.21,log(mol/L),1.21,-log(M),Train,,-,,-,,,,-
CC(C)(NCC(C1=CC(CO)=C(O)C=C1)O)C,18559-94-9,-,200,salbutamol,A64,11749573,-,-,-1.22,log(mol/L),1.22,-log(M),Train,,-,,-,,,,-
CC(C)C(O)C(C)C,600-36-2,-,201,"2,4-dimethyl-3-pentanol",A64,11749573,-,-,-1.22,log(mol/L),1.22,-log(M),Train,,-,,-,,,,-
O=C(O)C(N)CC1=CNC2=C1C=CC=C2,73-22-3,-,202,l-tryptophan,A64,11749573,-,-,-1.23,log(mol/L),1.23,-log(M),Train,,-,,-,,,,-
O=S(NC(C)=O)(C1=CC=C(N)C=C1)=O,144-80-9,-,203,sulfanilacetamide,A64,11749573,-,-,-1.23,log(mol/L),1.23,-log(M),Train,,-,,-,,,,-
C(C)(=O)OCCCC,123-86-4,-,204,Butyl acetate,A64,11749573,-,-,-1.24,log(mol/L),1.24,-log(M),Train,,-,,-,,,,-
CCCCCCO,111-27-3,-,205,1-hexanol,A64,11749573,-,-,-1.24,log(mol/L),1.24,-log(M),Train,,-,,-,,,,-
O=C1C(NC(NC1=O)=O)=O,50-71-5,-,206,alloxan,A64,11749573,-,-,-1.25,log(mol/L),1.25,-log(M),Train,,-,,-,,,,-
CC(C)(C)C(C)(O)CC,-,-,207,"2,2,3-trimethyl-3-pentanol",A64,11749573,-,-,-1.27,log(mol/L),1.27,-log(M),Train,,-,,-,,,,-
CC(=O)C1=CC=CC=C1,98-86-2,-,208,Acetophenone,A64,11749573,-,-,-1.28,log(mol/L),1.28,-log(M),Train,,-,,-,,,,-
CC(C1=CC(N)=CC=C1)=O,99-03-6,-,209,m-aminoacetophenone,A64,11749573,-,-,-1.28,log(mol/L),1.28,-log(M),Train,,-,,-,,,,-
C(CCC)(=O)OCC,105-54-4,-,210,ethyl butyrate,A64,11749573,-,-,-1.28,log(mol/L),1.28,-log(M),Train,,-,,-,,,,-
CC(Cl)Cl,75-34-3,-,211,"1,1-dichloroethane",A64,11749573,-,-,-1.29,log(mol/L),1.29,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=C(OC)C=C1)=O,51-66-1,-,212,4-methoxyacetanilide,A64,11749573,-,-,-1.3,log(mol/L),1.3,-log(M),Train,,-,,-,,,,-
C=12C=CC=NC1C=CC=C2,91-22-5,-,213,Quinoline,A64,11749573,-,-,-1.3,log(mol/L),1.3,-log(M),Train,,-,,-,,,,-
CCCCCC=O,66-25-1,-,214,hexanal,A64,11749573,-,-,-1.3,log(mol/L),1.3,-log(M),Train,,-,,-,,,,-
BrCCCl,107-04-0,-,215,1-chloro-2-bromoethane,A64,11749573,-,-,-1.32,log(mol/L),1.32,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=CC=C1)=O,103-84-4,-,216,acetanilide,A64,11749573,-,-,-1.33,log(mol/L),1.33,-log(M),Train,,-,,-,,,,-
CC(CCC(C)C)=O,110-12-3,-,217,5-methyl-2-hexanone,A64,11749573,-,-,-1.33,log(mol/L),1.33,-log(M),Train,,-,,-,,,,-
CCC1=CC=CC=C1O,90-00-6,-,218,o-ethylphenol,A64,11749573,-,-,-1.36,log(mol/L),1.36,-log(M),Train,,-,,-,,,,-
CCCCC(OC)=O,624-24-8,-,219,methyl valerate,A64,11749573,-,-,-1.36,log(mol/L),1.36,-log(M),Train,,-,,-,,,,-
N=C(N)NN(=O)=O,556-88-7,-,220,nitroguanidine,A64,11749573,-,-,-1.37,log(mol/L),1.37,-log(M),Train,,-,,-,,,,-
ClC1=CC(N)=CC=C1,108-42-9,-,221,3-chloroaniline,A64,11749573,-,-,-1.37,log(mol/L),1.37,-log(M),Train,,-,,-,,,,-
OCCCC1=CC=CC=C1,122-97-4,-,222,3-phenylpropanol,A64,11749573,-,-,-1.38,log(mol/L),1.38,-log(M),Train,,-,,-,,,,-
CC(O)CCC(C)C,627-59-8,-,223,5-methyl-2-hexanol,A64,11749573,-,-,-1.38,log(mol/L),1.38,-log(M),Train,,-,,-,,,,-
O=C1C(CC)(CC)C(NC(N1)=O)=O,57-44-3,-,224,barbital,A64,11749573,-,-,-1.39,log(mol/L),1.39,-log(M),Train,,-,,-,,,,-
CC1=CC(=CC(=C1)O)C,108-68-9,-,225,"3,5-xylenol",A64,11749573,-,-,-1.4,log(mol/L),1.4,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=C(C=C1)N)OCCN(CC)CC,59-46-1,-,226,procaine,A64,11749573,-,-,-1.4,log(mol/L),1.4,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=CC=C1Cl)=O,533-17-5,-,227,2'-chloroacetanilide,A64,11749573,-,-,-1.4,log(mol/L),1.4,-log(M),Train,,-,,-,,,,-
CCCC(O)CCC,589-55-9,-,228,4-heptanol,A64,11749573,-,-,-1.4,log(mol/L),1.4,-log(M),Train,,-,,-,,,,-
O=C(O)CCC1=CC=CC=C1,501-52-0,-,229,hydrocinnamic acid,A64,11749573,-,-,-1.41,log(mol/L),1.41,-log(M),Train,,-,,-,,,,-
CC(CCCCC)=O,110-43-0,-,230,2-Heptanone,A64,11749573,-,-,-1.42,log(mol/L),1.42,-log(M),Train,,-,,-,,,,-
C1(C2=NC=CC=C2)=CC=CC=N1,366-18-7,-,231,"2,2?-bipyridine",A64,11749573,-,-,-1.42,log(mol/L),1.42,-log(M),Train,,-,,-,,,,-
CC1=C(O)C=CC=C1C,526-75-0,-,232,"2,3-xylenol",A64,11749573,-,-,-1.43,log(mol/L),1.43,-log(M),Train,,-,,-,,,,-
CCCCNCCCC,111-92-2,-,233,n-dibutylamine,A64,11749573,-,-,-1.44,log(mol/L),1.44,-log(M),Train,,-,,-,,,,-
C1=CC=CS1,110-02-1,-,234,thiophene,A64,11749573,-,-,-1.45,log(mol/L),1.45,-log(M),Train,,-,,-,,,,-
C=12C=CN=CC1C=CC=C2,119-65-3,-,235,isoquinoline,A64,11749573,-,-,-1.45,log(mol/L),1.45,-log(M),Train,,-,,-,,,,-
O=C(O)C1=CSC=C1,88-13-1,-,236,thiophene-3-carboxylic acid,A64,11749573,-,-,-1.47,log(mol/L),1.47,-log(M),Train,,-,,-,,,,-
ClCCC,540-54-5,-,237,1-Chloropropane,A64,11749573,-,-,-1.47,log(mol/L),1.47,-log(M),Train,,-,,-,,,,-
ClC(Cl)CCl,79-00-5,-,238,"1,1,2-trichloroethane",A64,11749573,-,-,-1.48,log(mol/L),1.48,-log(M),Train,,-,,-,,,,-
O=CC1=CC=C(OC)C=C1,123-11-5,-,239,p-methoxybenzaldehyde,A64,11749573,-,-,-1.49,log(mol/L),1.49,-log(M),Train,,-,,-,,,,-
S(=O)(=O)(CCCl)CCCl,471-03-4,-,240,bis-(2-chloroethyl)-sulfone,A64,11749573,-,-,-1.5,log(mol/L),1.5,-log(M),Train,,-,,-,,,,-
O=C(O)CNC(N)=N,352-97-6,-,241,guanidinoacetic acid,A64,11749573,-,-,-1.51,log(mol/L),1.51,-log(M),Train,,-,,-,,,,-
C=12C=CC=CC1NC=C2,120-72-9,-,242,indole,A64,11749573,-,-,-1.52,log(mol/L),1.52,-log(M),Train,,-,,-,,,,-
OCC(C)(C)CCC,-,-,243,"2,2-dimethyl-1-pentanol",A64,11749573,-,-,-1.52,log(mol/L),1.52,-log(M),Train,,-,,-,,,,-
OC(C1=CC=CC=C1N)=O,118-92-3,-,244,2-aminobenzoic acid,A64,11749573,-,-,-1.52,log(mol/L),1.52,-log(M),Train,,-,,-,,,,-
OC1C=CC2C34C1OC5=C(C=CC(=C35)CC2N(C)CC4)OC,76-57-3,-,245,Codeine,A64,11749573,-,-,-1.52,log(mol/L),1.52,-log(M),Train,,-,,-,,,,-
NCC1=CC=CC=C1,100-46-9,-,246,benzylamine,A64,11749573,-,-,-1.53,log(mol/L),1.53,-log(M),Train,,-,,-,,,,-
C1(C2=CC=NC=C2)=CC=NC=C1,553-26-4,-,247,"4,4?-bipyridine",A64,11749573,-,-,-1.54,log(mol/L),1.54,-log(M),Train,,-,,-,,,,-
OC1=CC(C)=CC=C1C,95-87-4,-,248,"2,5-xylenol",A64,11749573,-,-,-1.54,log(mol/L),1.54,-log(M),Train,,-,,-,,,,-
OCCCC(C)(C)C,3121-79-7,-,249,"4,4-dimethyl-1-pentanol",A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
OC(C1=CC=CC=C1)=O,65-85-0,-,250,Benzoic acid,A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
CN1CCCCC1C(NC2=C(C)C=CC=C2C)=O,96-88-8,-,251,"d,l-mepivacaine",A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
CSC1=NC=2N=CN=CC2N=C1,204443-30-1,-,252,7-methylthiopteridine,A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
ClC1=CC(Cl)=CC=C1O,120-83-2,-,253,"2,4-dichlorophenol",A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
CCCCCC(O)C,543-49-7,-,254,2-heptanol,A64,11749573,-,-,-1.55,log(mol/L),1.55,-log(M),Train,,-,,-,,,,-
CCCCC(=O)CC(=O)C,14090-87-0,-,255,"2,4-octadione",A64,11749573,-,-,-1.56,log(mol/L),1.56,-log(M),Train,,-,,-,,,,-
OC1=C(OC)C=C(CC=C)C=C1,97-53-0,-,256,eugenol,A64,11749573,-,-,-1.56,log(mol/L),1.56,-log(M),Train,,-,,-,,,,-
CN1C(NC=2NC(NC2C1=O)=O)=O,708-79-2,-,257,1-methyluric acid,A64,11749573,-,-,-1.56,log(mol/L),1.56,-log(M),Train,,-,,-,,,,-
CC1=CC(O)=CC=C1Cl,59-50-7,-,258,3-methyl-4-chlorophenol,A64,11749573,-,-,-1.57,log(mol/L),1.57,-log(M),Train,,-,,-,,,,-
CNC(OC1=C(C2OCCO2)C=CC=C1)=O,6988-21-2,-,259,dioxacarb,A64,11749573,-,-,-1.57,log(mol/L),1.57,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=C(C=C1)C=O)=O,122-85-0,-,260,4-formylacetanilide,A64,11749573,-,-,-1.58,log(mol/L),1.58,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=C(N)C=C1)OC,619-45-4,-,261,methyl-4-aminobenzoate,A64,11749573,-,-,-1.59,log(mol/L),1.59,-log(M),Train,,-,,-,,,,-
C1(C2=CC=CC=C2)CO1,96-09-3,-,262,styrene oxide,A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
CC(Cl)CCl,78-87-5,-,263,"1,2-dichloropropane",A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
O=C(CC(C)=O)CC(C)C,3002-23-1,-,264,"6-methyl-2,4-heptadione",A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
CC1=C(N(C(C(OC)=O)C)C(COC)=O)C(C)=CC=C1,57837-19-1,-,265,metalaxyl,A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
FC(F)(F)C1=C(C(O)=O)C=CC=C1,433-97-6,-,266,trifluoro-o-toluic acid,A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
OCC(C)CC(C)C,6305-71-1,-,267,"2,4-dimethyl-1-pentanol",A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
O=C(NC1=CC=CC=C1)N(C)C,101-42-8,-,268,fenuron,A64,11749573,-,-,-1.6,log(mol/L),1.6,-log(M),Train,,-,,-,,,,-
NS(=O)(C1=CC=C(C=C1)NC(C)=O)=O,121-61-9,-,269,N-[4-(aminosulfonyl)phenyl]-acetamide,A64,11749573,-,-,-1.61,log(mol/L),1.61,-log(M),Train,,-,,-,,,,-
OC1C(OC(C)=O)C(NC1)CC2=CC=C(OC)C=C2,22862-76-6,-,270,anisomycin,A64,11749573,-,-,-1.61,log(mol/L),1.61,-log(M),Train,,-,,-,,,,-
CNC(ON=C(C(C)(C)C)CSC)=O,39196-18-4,-,271,thiofanox,A64,11749573,-,-,-1.62,log(mol/L),1.62,-log(M),Train,,-,,-,,,,-
O=C(N(CC=C)CC=C)C(Cl)Cl,37764-25-3,-,272,"n,n-diallyldichloroacetamide",A64,11749573,-,-,-1.62,log(mol/L),1.62,-log(M),Train,,-,,-,,,,-
ClCCCCl,142-28-9,-,273,"1,3-dichloropropane",A64,11749573,-,-,-1.62,log(mol/L),1.62,-log(M),Train,,-,,-,,,,-
CCCOCCC,111-43-3,-,274,dipropyl ether,A64,11749573,-,-,-1.62,log(mol/L),1.62,-log(M),Train,,-,,-,,,,-
O=CC1=CC=2OCOC2C=C1,120-57-0,-,275,piperonal,A64,11749573,-,-,-1.63,log(mol/L),1.63,-log(M),Train,,-,,-,,,,-
C1=CC=CC=C1,71-43-2,-,276,Benzene,A64,11749573,-,-,-1.64,log(mol/L),1.64,-log(M),Train,,-,,-,,,,-
C=C(Cl)Cl,75-35-4,-,277,"1,1-dichloroethylene",A64,11749573,-,-,-1.64,log(mol/L),1.64,-log(M),Train,,-,,-,,,,-
O=S1(C2=CC=CC=C2C(=O)N1)=O,81-07-2,-,278,saccharin,A64,11749573,-,-,-1.64,log(mol/L),1.64,-log(M),Train,,-,,-,,,,-
CC12CCC(CC1)C(O2)(C)C,470-82-6,-,279,eucalyptol,A64,11749573,-,-,-1.64,log(mol/L),1.64,-log(M),Train,,-,,-,,,,-
O=C1NC(C(C(N1)=O)(CCCC)CC)=O,77-28-1,-,280,5-butyl-5-ethylbarbituric acid,A64,11749573,-,-,-1.64,log(mol/L),1.64,-log(M),Train,,-,,-,,,,-
ClC1=CC=C(N)C=C1,106-47-8,-,281,4-chloroaniline,A64,11749573,-,-,-1.66,log(mol/L),1.66,-log(M),Train,,-,,-,,,,-
CC(COC(N)=O)(CCC)COC(N)=O,57-53-4,-,282,Meprobamate,A64,11749573,-,-,-1.67,log(mol/L),1.67,-log(M),Train,,-,,-,,,,-
CC(OC1CCCCC1)=O,622-45-7,-,283,cyclohexanol acetate,A64,11749573,-,-,-1.67,log(mol/L),1.67,-log(M),Train,,-,,-,,,,-
O=N(=O)C1=CC(C(O)=O)=CC=C1,121-92-6,-,284,3-nitrobenzoic acid,A64,11749573,-,-,-1.68,log(mol/L),1.68,-log(M),Train,,-,,-,,,,-
BrCCBr,106-93-4,-,285,"1,2-dibromoethane",A64,11749573,-,-,-1.68,log(mol/L),1.68,-log(M),Train,,-,,-,,,,-
O=C(O)C1=C(OC)C(Cl)=CC=C1Cl,1918-00-9,-,286,dicamba,A64,11749573,-,-,-1.7,log(mol/L),1.7,-log(M),Train,,-,,-,,,,-
CCNC1=CC=CC=C1,103-69-5,-,287,n-ethylaniline,A64,11749573,-,-,-1.7,log(mol/L),1.7,-log(M),Train,,-,,-,,,,-
CCCCCCC=O,111-71-7,-,288,heptanal,A64,11749573,-,-,-1.7,log(mol/L),1.7,-log(M),Train,,-,,-,,,,-
FC(F)(F)C(Cl)Br,151-67-7,-,289,Halothane,A64,11749573,-,-,-1.71,log(mol/L),1.71,-log(M),Train,,-,,-,,,,-
O=C1NC(C(C(N1)=O)(C(C)C)CC=C)=O,77-02-1,-,290,aprobarbital,A64,11749573,-,-,-1.71,log(mol/L),1.71,-log(M),Train,,-,,-,,,,-
CC(O)(C)CCCCC,625-25-2,-,291,2-methyl-2-heptanol,A64,11749573,-,-,-1.72,log(mol/L),1.72,-log(M),Train,,-,,-,,,,-
CC(O)C(C)CCCC,31367-46-1,-,292,3-methyl-2-heptanol,A64,11749573,-,-,-1.72,log(mol/L),1.72,-log(M),Train,,-,,-,,,,-
O=C1C=CC(C2=CC(=CC=C2O)O)(C=C1)O,106-34-3,-,293,quinhydrone,A64,11749573,-,-,-1.73,log(mol/L),1.73,-log(M),Train,,-,,-,,,,-
BrCCC,106-94-5,-,294,1-bromopropane,A64,11749573,-,-,-1.73,log(mol/L),1.73,-log(M),Train,,-,,-,,,,-
OC1=CC=CC=C1N(=O)=O,88-75-5,-,295,2-nitrophenol,A64,11749573,-,-,-1.74,log(mol/L),1.74,-log(M),Train,,-,,-,,,,-
ClC(Cl)C(Cl)Cl,79-34-5,-,296,"1,1,2,2-Tetrachloroethane",A64,11749573,-,-,-1.74,log(mol/L),1.74,-log(M),Train,,-,,-,,,,-
NS(=O)(C1=CC=C(C)C=C1)=O,70-55-3,-,297,4-toluenesulfonamide,A64,11749573,-,-,-1.74,log(mol/L),1.74,-log(M),Train,,-,,-,,,,-
CCCCC(OCC)=O,539-82-2,-,298,ethyl valerate,A64,11749573,-,-,-1.75,log(mol/L),1.75,-log(M),Train,,-,,-,,,,-
CSC1=NC=C2N=CC=NC2=N1,16878-77-6,-,299,2-methylthiopteridine,A64,11749573,-,-,-1.76,log(mol/L),1.76,-log(M),Train,,-,,-,,,,-
NC(C1=CC=CC=C1O)=O,65-45-2,-,300,salicylamide,A64,11749573,-,-,-1.76,log(mol/L),1.76,-log(M),Train,,-,,-,,,,-
CC1=C(NC(CN(CC)CC)=O)C(C)=CC=C1,137-58-6,-,301,lidocaine,A64,11749573,-,-,-1.76,log(mol/L),1.76,-log(M),Train,,-,,-,,,,-
CC=CC=CC(O)=O,110-44-1,-,302,sorbic acid,A64,11749573,-,-,-1.77,log(mol/L),1.77,-log(M),Train,,-,,-,,,,-
NC(NC1=CC=CC=C1)=S,103-85-5,-,303,1-phenylthiourea,A64,11749573,-,-,-1.77,log(mol/L),1.77,-log(M),Train,,-,,-,,,,-
O=C1CSC(N1)=S,141-84-4,-,304,rhodanine,A64,11749573,-,-,-1.77,log(mol/L),1.77,-log(M),Train,,-,,-,,,,-
OC1=CC=C(C(OC)=O)C=C1,99-76-3,-,305,methyl-4-hydroxybenzoate,A64,11749573,-,-,-1.78,log(mol/L),1.78,-log(M),Train,,-,,-,,,,-
O=C(OCCC)C1=CC(O)=C(O)C(O)=C1,121-79-9,-,306,propyl gallate,A64,11749573,-,-,-1.78,log(mol/L),1.78,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=C(C=C1)F)=O,351-83-7,-,307,4-fluoroacetanilide,A64,11749573,-,-,-1.78,log(mol/L),1.78,-log(M),Train,,-,,-,,,,-
O=N(=O)C1=CC=CC=C1,98-95-3,-,308,nitrobenzene,A64,11749573,-,-,-1.8,log(mol/L),1.8,-log(M),Train,,-,,-,,,,-
O=C(NC)OC1=CC(C)=CC=C1,1129-41-5,-,309,m-tolyl methylcarbamate,A64,11749573,-,-,-1.8,log(mol/L),1.8,-log(M),Train,,-,,-,,,,-
FC1=CC=CC=C1,462-06-6,-,310,fluorobenzene,A64,11749573,-,-,-1.8,log(mol/L),1.8,-log(M),Train,,-,,-,,,,-
CCCCCCCO,111-70-6,-,311,1-heptanol,A64,11749573,-,-,-1.81,log(mol/L),1.81,-log(M),Train,,-,,-,,,,-
OC1=CC=CC=C1C(O)=O,69-72-7,-,312,Salicylic acid,A64,11749573,-,-,-1.82,log(mol/L),1.82,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=CC=C1)CC,93-55-0,-,313,propiophenone,A64,11749573,-,-,-1.83,log(mol/L),1.83,-log(M),Train,,-,,-,,,,-
CC(N=C1SC(S(N)(=O)=O)=NN1C)=O,554-57-4,-,314,methazolamide,A64,11749573,-,-,-1.83,log(mol/L),1.83,-log(M),Train,,-,,-,,,,-
CC12C(O)C=CC3(OC1=O)C2C(C(O)=O)C45CC(=C)C(CCC43)(O)C5,77-06-5,-,315,gibberellic acid,A64,11749573,-,-,-1.84,log(mol/L),1.84,-log(M),Train,,-,,-,,,,-
CCCCOCCCC,142-96-1,-,316,dibutyl ether,A64,11749573,-,-,-1.85,log(mol/L),1.85,-log(M),Train,,-,,-,,,,-
COC1=CC=CC=C1,100-66-3,-,317,anisole,A64,11749573,-,-,-1.85,log(mol/L),1.85,-log(M),Train,,-,,-,,,,-
O=C(O)C(CCC)CCC,99-66-1,-,318,Valproic acid,A64,11749573,-,-,-1.86,log(mol/L),1.86,-log(M),Train,,-,,-,,,,-
O=C1C=CC23C(C1)(CCN2C)C4=C(CC3)C=CC(OC)=C4O,467-98-1,-,319,thebainone a,A64,11749573,-,-,-1.87,log(mol/L),1.87,-log(M),Train,,-,,-,,,,-
O=C1CC(C)CCC1,591-24-2,-,320,3-methylcyclohexanone,A64,11749573,-,-,-1.87,log(mol/L),1.87,-log(M),Train,,-,,-,,,,-
C12CCCCN1CC3C4CCCCN4CC2C3,90-39-1,-,321,sparteine,A64,11749573,-,-,-1.89,log(mol/L),1.89,-log(M),Train,,-,,-,,,,-
O=C(OCCCCC)C,628-63-7,-,322,amyl acetate,A64,11749573,-,-,-1.89,log(mol/L),1.89,-log(M),Train,,-,,-,,,,-
O=C(OCC)C1(C2=CC=CC=C2)CCN(C)CC1,57-42-1,-,323,meperidine,A64,11749573,-,-,-1.89,log(mol/L),1.89,-log(M),Train,,-,,-,,,,-
COC1=C2C(=O)OCC2=CC=C1OC,569-31-3,-,324,meconin,A64,11749573,-,-,-1.89,log(mol/L),1.89,-log(M),Train,,-,,-,,,,-
O=C(O)CCCCCCCC(O)=O,123-99-9,-,325,azelaic acid,A64,11749573,-,-,-1.89,log(mol/L),1.89,-log(M),Train,,-,,-,,,,-
ClC(Br)Br,124-48-1,-,326,chlorodibromomethane,A64,11749573,-,-,-1.9,log(mol/L),1.9,-log(M),Train,,-,,-,,,,-
C(Br)(Br)Br,75-25-2,-,327,bromoform,A64,11749573,-,-,-1.91,log(mol/L),1.91,-log(M),Train,,-,,-,,,,-
CN1C2CCC1CC(OC(C(CO)C3=CC=CC=C3)=O)C2,101-31-5,-,328,hyoscyamine,A64,11749573,-,-,-1.91,log(mol/L),1.91,-log(M),Train,,-,,-,,,,-
CC(NC1=CC=C(C=C1)OC(C)=O)=O,2623-33-8,-,329,p-acetoxy-acetanilide,A64,11749573,-,-,-1.91,log(mol/L),1.91,-log(M),Train,,-,,-,,,,-
C(CCC)(=O)OCCC,105-66-8,-,330,propyl butyrate,A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
O=C(C1=C(C=O)C=CC(OC)=C1OC)O,519-05-1,-,331,opianic acid,A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
NC(OCCCCCC)=O,2114-20-7,-,332,n-hexyl carbamate,A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
CN(C)C1=CC=CC=C1,121-69-7,-,333,"n,n-dimethylaniline",A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
O=C(CC)NC1=CC=CC=C1,620-71-3,-,334,propionanilide,A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
CC(OCCC(C)C)=O,123-92-2,-,335,isoamyl acetate,A64,11749573,-,-,-1.92,log(mol/L),1.92,-log(M),Train,,-,,-,,,,-
O=C(C=1NC(=O)NC(C1)=O)O,65-86-1,-,336,orotic acid,A64,11749573,-,-,-1.93,log(mol/L),1.93,-log(M),Train,,-,,-,,,,-
OC(C1=CC=CC=C1)C(C2=CC=CC=C2)O,27134-24-3,-,337,hydrobenzoin,A64,11749573,-,-,-1.93,log(mol/L),1.93,-log(M),Train,,-,,-,,,,-
O=S(C1=CC=C(N)C=C1)(NC2=NN=C(CC)S2)=O,94-19-9,-,338,sulfaethidole,A64,11749573,-,-,-1.94,log(mol/L),1.94,-log(M),Train,,-,,-,,,,-
