Name,SMILES,%F,label_cutoff_50%,our model predition_50%,label_cutoff_20%,our model predition_20%,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule,logK(%F)
propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,12.0,0,0,0.0,0.0,341.4510000000001,4,2,3.2414000000000023,1,-0.8653014261025438
nalbuphine,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,16.0,0,0,0.0,0.0,357.4500000000003,5,3,1.7072999999999998,1,-0.7201593034059569
vincamine,CCC12CCCN3CCC4c5ccccc5N(C4C31)C(O)(C(=O)OC)C2,20.0,0,0,1.0,1.0,356.4660000000002,5,1,2.488600000000001,1,-0.6020599913279624
ramiprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,44.0,0,0,1.0,1.0,388.4640000000002,4,3,1.9046999999999992,1,-0.104735350520013
trimethobenzamide,COc1cc(C(O)=NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,80.0,1,1,1.0,1.0,388.46400000000017,6,1,3.157600000000002,1,0.6020599913279624
medrogestone,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,25.0,0,0,1.0,1.0,312.4530000000001,2,0,4.499500000000004,1,-0.47712125471966244
levonorgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,94.0,1,1,1.0,1.0,312.4530000000001,2,1,3.882600000000003,1,1.194976603216055
prednisone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,70.0,1,1,1.0,1.0,360.4500000000002,5,3,1.5576,1,0.36797678529459443
disopyramide,CC(C)N(CCC(C(=N)O)(c1ccccc1)c1cccnc1)C(C)C,83.0,1,1,1.0,1.0,339.4830000000001,3,2,4.411870000000003,1,0.6886291709978
roxifiban,CCCCOC(O)=NC(CN=C(O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC,21.0,0,0,1.0,1.0,447.49200000000013,8,4,2.08257,1,-0.5754077965565222
biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,30.0,0,0,1.0,1.0,311.46900000000005,2,1,3.9624000000000033,1,-0.36797678529459443
dydrogesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,25.0,0,0,1.0,1.0,314.46900000000005,2,0,4.723500000000005,1,-0.47712125471966244
marinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,10.0,0,0,0.0,0.0,314.46900000000005,2,1,5.735800000000006,0,-0.9542425094393249
prednisone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,70.0,1,1,1.0,1.0,362.4660000000002,5,3,1.7815999999999996,1,0.36797678529459443
lisinopril,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,25.0,0,0,1.0,1.0,405.49500000000023,5,4,1.2352000000000007,1,-0.47712125471966244
buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.9,0,0,0.0,0.0,385.5120000000001,6,0,2.0881999999999996,1,-1.3916587806420462
alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2c(=O)nnn2CC)CC1,1.0,0,0,0.0,0.0,416.52600000000024,8,0,1.3839000000000006,1,-1.99563519459755
ceronapril,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,67.0,1,1,1.0,1.0,440.4770000000002,5,3,2.7845000000000004,1,0.30756086282293893
amdinocillin_pivoxil,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0.01,0,0,0.0,0.0,439.5780000000003,7,0,2.4116,1,-3.9999565683801923
streptomycin,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.0,0,0,0.0,0.0,581.5800000000004,15,14,-7.741760000000005,0,-1.99563519459755
netilmicin,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,0.01,0,0,0.0,0.0,475.58700000000016,12,8,-3.200699999999992,0,-3.9999565683801923
gentamicin_c1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.01,0,0,0.0,0.0,477.6030000000002,12,8,-3.327499999999993,0,-3.9999565683801923
clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.01,0,0,0.0,0.0,344.845,2,0,5.376700000000004,0,-3.9999565683801923
isavuconazole,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,99.99,1,1,1.0,1.0,437.4750000000001,7,1,4.242980000000002,1,3.9999565683799703
axitinib,CN=C(O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,58.0,1,1,1.0,1.0,386.48,4,2,5.213900000000004,0,0.1401787031650368
bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,15.0,0,0,0.0,0.0,361.3970000000001,5,0,4.112400000000003,1,-0.7533276666586115
sarizotan,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,89.0,1,1,1.0,1.0,348.42100000000005,3,1,4.371100000000003,1,0.9079973214866878
cinacalcet,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,20.0,0,0,1.0,1.0,357.41900000000004,1,1,6.142000000000005,0,-0.6020599913279624
ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,80.0,1,1,1.0,1.0,378.4280000000001,5,1,3.515640000000001,1,0.6020599913279624
ceftazidime,CC(C)(ON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(=N)[nH]1)C(=O)O,0.01,0,0,0.0,0.0,547.5950000000003,9,5,0.706170000000002,0,-3.9999565683801923
loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,40.0,0,0,1.0,1.0,382.89100000000025,3,0,4.887800000000005,1,-0.17609125905568127
erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,59.0,1,1,1.0,1.0,393.4430000000002,7,1,3.405100000000002,1,0.15806815492240867
zofenopril,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,65.0,1,1,1.0,1.0,429.56300000000016,5,1,4.042500000000002,1,0.26884531229257996
benperidol,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,40.0,0,1,1.0,1.0,381.4510000000002,5,1,4.181000000000004,1,-0.17609125905568127
brivanib,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)OC(=O)C(C)N)c(C)c34)ccc2[nH]1,55.0,1,1,1.0,1.0,441.46300000000025,8,2,3.4165400000000004,1,0.0871501757189002
acrivastine,Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,18.0,0,0,0.0,0.0,348.446,3,1,4.015320000000003,1,-0.6585413472804106
vinpocetine,CCOC(=O)C1=CC2(CC)CCCN3C=Cc4c(n1c1ccccc41)C32,67.0,1,1,1.0,1.0,348.446,4,0,4.576500000000004,1,0.30756086282293893
tetracycline,CN(C)C1C(O)=C(C(=N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,77.0,1,1,1.0,1.0,444.44000000000017,9,7,0.6789700000000004,0,0.524762889154889
doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(=N)O)=C(O)C(N(C)C)C3C(O)C21,93.0,1,1,1.0,1.0,444.4400000000001,9,7,0.7023699999999999,0,1.1233849085396783
clentiazem,COc1ccc(C2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,35.0,0,0,1.0,1.0,448.97200000000026,6,0,4.021900000000003,1,-0.26884531229257996
nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,50.0,1,1,1.0,1.0,405.44100000000014,5,3,2.363600000000001,1,0.0
indoramin,OC(=NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,18.0,0,0,0.0,0.0,347.46200000000016,2,2,4.179600000000003,1,-0.6585413472804106
bucindolol,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,30.0,0,0,1.0,1.0,363.4610000000001,4,3,3.3901800000000017,1,-0.36797678529459443
moricizine,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,38.0,0,0,1.0,1.0,427.52600000000024,6,1,4.120200000000003,1,-0.21260809288144372
colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N=C(C)O)CC2,45.0,0,0,1.0,1.0,399.4430000000002,6,1,3.7119000000000018,1,-0.08715017571890014
azelastine,CN1CCCC(N2NC(Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,99.0,1,1,1.0,1.0,383.9230000000002,3,1,4.068500000000003,1,1.99563519459755
dasatinib,Cc1nc(Nc2ncc(C(O)=Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,15.0,0,0,0.0,0.0,488.01700000000034,9,3,3.6975400000000023,1,-0.7533276666586115
fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.7,0,1,0.0,0.0,437.5310000000002,5,1,4.308100000000003,1,-1.5567490761093645
moxifloxacin,COc1c2c(cc(F)c1N1CC3CCCNC3C1)C(=O)C(C(=O)O)=CC2NC1CC1,86.0,1,1,1.0,1.0,415.46500000000015,6,3,2.0229,1,0.7883704155653297
eletriptan,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,50.0,1,1,1.0,1.0,382.5290000000001,3,1,3.8210000000000024,1,0.0
lorcainide,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,30.0,0,0,1.0,1.0,370.9240000000001,2,0,4.788500000000004,1,-0.36797678529459443
cyproterone,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,99.0,1,1,1.0,1.0,374.9080000000002,3,1,4.036800000000003,1,1.99563519459755
sunitinib,CCN(CC)CCN=C(O)c1c(C)[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c1C,55.0,1,1,1.0,1.0,398.48200000000014,3,3,4.5592400000000035,1,0.0871501757189002
metopimazine,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(=N)O)CC1)c1ccccc1S2,20.0,0,0,1.0,1.0,445.6100000000001,6,2,4.330170000000003,1,-0.6020599913279624
danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,35.0,0,0,1.0,1.0,337.46300000000014,3,1,4.221000000000004,1,-0.26884531229257996
mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,1.0,0,0,0.0,0.0,427.36800000000017,4,2,3.411500000000002,1,-1.99563519459755
rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,20.0,0,0,1.0,1.0,481.5460000000002,7,3,2.4017,1,-0.6020599913279624
fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0,0,0,0.0,0.0,336.47900000000004,2,0,4.136700000000004,1,-1.99563519459755
encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,27.0,0,0,1.0,1.0,352.4780000000001,3,1,4.364400000000003,1,-0.4319590959614686
mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.01,0,0,0.0,0.0,444.4880000000002,10,8,-0.1391999999999994,0,-3.9999565683801923
etonogestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,76.0,1,1,1.0,1.0,324.4640000000001,2,1,4.048700000000004,1,0.5006023505691853
canrenone,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,25.0,0,0,1.0,1.0,340.46300000000014,3,0,4.370100000000003,1,-0.47712125471966244
fluocortolone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,90.0,1,1,1.0,1.0,376.4680000000002,4,2,2.6367000000000016,1,0.9542425094393249
propoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,30.0,0,0,1.0,1.0,339.47900000000016,3,0,4.275500000000004,1,-0.36797678529459443
trimebutine,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,4.0,0,0,0.0,0.0,387.47600000000006,6,0,3.7363000000000026,1,-1.3802112417116061
aprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,85.0,1,1,1.0,1.0,322.4960000000001,2,0,4.392300000000004,1,0.7533276666586115
sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.01,0,0,0.0,0.0,386.56100000000015,4,0,4.214800000000004,1,-3.9999565683801923
spirapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,50.0,1,1,1.0,1.0,466.62500000000034,7,2,2.3908000000000005,1,0.0
cicaprost,CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,99.0,1,1,1.0,1.0,374.47700000000015,4,3,2.2249,1,1.99563519459755
cilazapril,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,60.0,1,0,1.0,1.0,417.5060000000003,6,2,1.5955,1,0.17609125905568124
melagatran,N=C(N)c1ccc(CN=C(O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,5.0,0,0,0.0,0.0,429.5210000000003,5,5,1.6511699999999996,1,-1.278753600952829
tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,26.0,0,0,1.0,1.0,325.496,2,1,5.341420000000006,0,-0.4542583717601582
oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,6.0,0,0,0.0,0.0,357.4940000000002,4,1,3.342900000000002,1,-1.1949766032160551
benzquinamide,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,36.0,0,0,1.0,1.0,404.5070000000002,6,0,2.423,1,-0.2498774732165999
distigmine,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,8.0,0,0,0.0,0.0,416.52200000000016,4,0,2.4574000000000007,1,-1.0606978403536116
medroxyprogesterone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,15.0,0,0,0.0,0.0,344.4950000000001,3,1,4.084400000000003,1,-0.7533276666586115
iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,16.0,0,0,0.0,0.0,360.4940000000002,3,3,3.5413000000000023,1,-0.7201593034059569
tirofiban,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0.01,0,0,0.0,0.0,440.6060000000003,5,3,2.9505,1,-3.9999565683801923
cipemastat,CN1C(=O)N(CC(C(O)=NO)C(CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,43.0,0,0,1.0,1.0,436.5530000000003,5,2,2.8299000000000003,1,-0.12240640009290486
nocloprost,CCCCC(C)(C)C(O)C=CC1C(O)CC(Cl)C1CC=CCCCC(=O)O,2.0,0,0,0.0,0.0,400.98700000000025,3,3,4.925500000000004,1,-1.6901960800285136
misoprostol,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,80.0,1,1,1.0,1.0,382.5410000000003,5,2,3.9536000000000033,1,0.6020599913279624
amikacin,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.01,0,0,0.0,0.0,585.6080000000002,17,13,-7.583900000000006,0,-3.9999565683801923
arbekacin,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.01,0,0,0.0,0.0,552.6260000000003,15,11,-5.5591,0,-3.9999565683801923
cromoglicic,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.0,0,0,0.0,0.0,468.37000000000023,9,3,2.1145,1,-1.6901960800285136
fenflumizole,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,50.0,1,1,1.0,1.0,392.40500000000014,3,1,5.706100000000005,0,0.0
sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)[NH+](c2ccccc2)N1c1ccccc1,93.0,1,1,1.0,1.0,405.4990000000001,3,1,2.5055000000000005,1,1.1233849085396783
aprepitant,CC(OC1OCCN(Cc2nc(O)n[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,62.5,1,1,1.0,1.0,534.4320000000001,6,2,5.364400000000004,0,0.2218487496163564
tasosartan,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,50.0,1,1,1.0,1.0,411.46900000000016,6,1,3.4199400000000013,1,0.0
betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(O)=Nc2ccc(Cl)cn2)c1,47.0,0,0,1.0,1.0,451.91400000000016,5,3,4.519170000000003,1,-0.05217801166507157
carfecillin,CC1(C)SC2C(N=C(O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,43.0,0,0,1.0,1.0,454.50400000000013,6,2,2.8478000000000003,1,-0.12240640009290486
topotecan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,32.0,0,0,1.0,1.0,421.4530000000002,8,2,1.8468,1,-0.32735893438633035
eprosartan,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,13.0,0,0,0.0,0.0,424.52200000000016,5,2,4.744400000000003,1,-0.8255759003117817
ponesimod,CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,84.0,1,1,1.0,1.0,460.9830000000001,6,2,4.267320000000003,1,0.7201593034059569
flupenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,50.0,1,1,1.0,1.0,434.52700000000016,4,1,4.601700000000005,1,0.0
fendiline,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,2.0,0,0,0.0,0.0,315.46000000000004,1,1,5.5594000000000054,0,-1.6901960800285136
lefradafiban,COC(=O)CC1CC(COc2ccc(-c3ccc(C(N)=NC(=O)OC)cc3)cc2)N=C1O,24.0,0,0,1.0,1.0,439.4680000000002,6,2,3.1122000000000014,1,-0.5006023505691853
doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC,63.0,1,1,1.0,1.0,451.48300000000023,8,2,1.5481699999999994,1,0.2311388253865867
solifenacin,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,90.0,1,1,1.0,1.0,362.47300000000007,3,0,3.864900000000003,1,0.9542425094393249
quinaprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2CCC1C(=O)O,52.0,1,1,1.0,1.0,410.4700000000002,4,3,2.4831000000000003,1,0.03476210625921191
aripiprazole,OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1,87.0,1,1,1.0,1.0,448.3940000000003,4,1,5.508800000000005,0,0.8255759003117817
risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,66.0,1,1,1.0,1.0,410.4930000000003,6,0,3.5904200000000026,1,0.2880650184996135
paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,28.0,0,0,1.0,1.0,426.49200000000025,7,1,3.081320000000002,1,-0.41017446508904926
minocycline,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(=N)O)C(=O)C3(O)C(O)=C1C2=O,97.0,1,1,1.0,1.0,457.4830000000002,9,6,1.2365700000000004,0,1.5096504795465824
piperacillin,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.01,0,0,0.0,0.0,517.5640000000003,7,3,0.804400000000002,0,-3.9999565683801923
glibenclamide,COc1ccc(Cl)cc1C(O)=NCCc1cccc(S(=O)(=O)NC(O)=NC2CCCCC2)c1,80.0,1,1,1.0,1.0,494.0130000000003,5,3,4.420900000000003,1,0.6020599913279624
azimilide,CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,85.0,1,1,1.0,1.0,457.9620000000003,6,0,3.2257000000000025,1,0.7533276666586115
temocapril,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,52.0,1,1,1.0,1.0,476.6200000000003,7,2,2.9719000000000007,1,0.03476210625921191
methacycline,C=C1c2cccc(O)c2C(=O)C2C1C(C)C1C(N(C)C)C(O)C(C(=N)O)C(=O)C1(O)C2O,58.0,1,1,1.0,1.0,444.4840000000001,8,6,0.2172699999999997,0,0.1401787031650368
triamcinolone_acetonide,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5C4(F)C(O)CC3(C)C2(C(=O)CO)O1,23.0,0,0,1.0,1.0,420.47700000000026,6,2,2.0287,1,-0.524762889154889
zolpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,72.0,1,1,1.0,1.0,363.50500000000005,3,0,4.809240000000004,1,0.41017446508904926
phenoperidine,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,20.0,0,0,1.0,1.0,367.4890000000001,4,1,3.7070000000000025,1,-0.6020599913279624
propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,36.0,0,0,1.0,1.0,367.489,4,0,3.994200000000003,1,-0.2498774732165999
propantheline,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,5.0,0,0,0.0,0.0,368.4970000000001,3,0,4.730800000000005,1,-1.278753600952829
etretinate,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,40.0,0,0,1.0,1.0,354.4900000000001,3,0,5.645560000000007,0,-0.17609125905568127
elcometrine,C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,10.0,0,0,0.0,0.0,370.4890000000001,4,0,4.185200000000004,1,-0.9542425094393249
methadyl,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,47.0,0,0,1.0,1.0,353.50600000000003,3,0,4.654600000000005,1,-0.05217801166507157
diprafenone,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,11.0,0,0,0.0,0.0,369.5050000000001,4,2,4.020000000000003,1,-0.9079973214866878
mycophenolate_mofetil,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0.01,0,0,0.0,0.0,433.5010000000003,8,1,2.52402,1,-3.9999565683801923
ramipril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,28.0,0,0,1.0,1.0,416.5180000000003,5,2,2.3831999999999995,1,-0.41017446508904926
lotrafiban,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2NC(CC(=O)O)C1=O,2.0,0,0,0.0,0.0,428.5330000000002,5,3,1.7655999999999998,1,-1.6901960800285136
actisomide,CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12,0.01,0,0,0.0,0.0,369.55300000000017,3,0,4.246400000000004,1,-3.9999565683801923
pravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,18.0,0,0,0.0,0.0,424.5340000000002,6,4,2.4404000000000003,1,-0.6585413472804106
paromomycin,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.0,0,0,0.0,0.0,615.6340000000004,19,13,-8.861700000000015,0,-1.5096504795465824
candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,42.0,0,0,1.0,1.0,440.4630000000001,7,2,4.028600000000002,1,-0.1401787031650368
ezetimibe,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,50.0,1,1,1.0,1.0,409.4320000000001,3,2,4.888300000000004,1,0.0
bifeprunox,Oc1nc2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,54.0,1,1,1.0,1.0,385.4670000000001,5,1,4.522600000000004,1,0.06963592814139448
amsalog,CN=C(O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,34.0,0,0,1.0,1.0,464.5470000000003,6,3,4.754520000000003,1,-0.2880650184996136
canertinib,C=CC(O)=Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,33.0,0,0,1.0,1.0,485.9470000000004,7,2,5.041000000000004,0,-0.307560862822939
mizolastine,CN(c1nccc(O)n1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,65.0,1,1,1.0,1.0,432.5030000000002,7,1,3.8245000000000022,1,0.26884531229257996
flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,99.99,1,1,1.0,1.0,391.46700000000016,5,0,4.411120000000004,1,3.9999565683799703
fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,24.0,0,0,1.0,1.0,410.465,5,2,3.293400000000002,1,-0.5006023505691853
carvedilol,COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12,25.0,0,0,1.0,1.0,406.482,5,3,3.833300000000002,1,-0.47712125471966244
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,96.0,1,1,1.0,1.0,426.4880000000001,6,0,4.826600000000004,1,1.380211241711606
prenylamine,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,15.0,0,0,0.0,0.0,329.487,1,1,5.4294000000000056,0,-0.7533276666586115
troglitazone,Cc1c(C)c2c(c(C)c1O)CC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)CO2,45.0,0,0,1.0,1.0,441.54900000000015,5,2,5.072060000000005,0,-0.08715017571890014
