Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
Propionitrile,-0.2689999999999999,1,55.07999999999999,0,0,0,23.79,0.28,CCC#N,55.07999999999999,1,0,0.91998,1
"O,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-6.51,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,320.04600000000005,0,0,5.929000000000002,0
o-Nitroanisole,-2.346,1,153.13699999999997,0,1,2,52.37,-1.96,COc1ccccc1[N+](=O)[O-],153.13699999999997,3,0,1.6033999999999997,1
Prasterone,-3.5639999999999996,1,288.43100000000004,1,4,0,37.3,-4.12,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,288.43100000000004,2,1,3.8792000000000026,1
Procymidone,-3.464,1,284.142,0,3,1,37.38,-4.8,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,284.14200000000005,2,0,3.2829000000000024,1
Benzo[ghi]perylene,-6.446000000000001,2,276.338,0,6,0,0.0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
Dinoseb,-3.715,1,240.21499999999995,1,1,4,106.51000000000002,-3.38,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,240.21499999999997,5,1,2.7221000000000015,1
meconin,-0.825,1,196.20199999999997,0,2,2,44.760000000000005,-1.899,COC1=C(OC)C2C(=O)OCC2C=C1,196.20199999999997,4,0,0.8497999999999999,1
Glycerol,0.688,1,92.094,3,0,2,60.69,1.12,OCC(O)CO,92.09400000000001,3,3,-1.6681000000000001,1
Guaiacol,-1.941,1,124.13899999999995,1,1,1,29.46,-1.96,COc1ccccc1O,124.13899999999997,2,1,1.4008,1
chlorpyrifos,-4.9719999999999995,1,350.591,0,1,6,40.58,-5.67,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,5,0,4.718100000000002,1
9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89,Cc1c2ccccc2cc2ccccc12,192.261,0,0,4.301420000000003,1
Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.715,Cc1cc(=O)n(-c2ccccc2)n1C,188.23000000000002,3,0,1.4844199999999999,1
Methyl butyl ether ,-1.072,1,88.14999999999999,0,0,3,9.23,-0.99,CCCCOC,88.14999999999999,1,0,1.4329,1
7-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.8540000000000001,Cc1cnc2cncnc2n1,146.153,4,0,0.7282199999999998,1
simazine,-2.8110000000000004,1,201.661,2,1,4,62.73,-4.55,CCNc1nc(Cl)nc(NCC)n1,201.661,5,2,1.3885999999999998,1
"N,N-Dimethylacetamide",0.123,1,87.12199999999999,0,0,0,20.31,1.11,CC(=O)N(C)C,87.122,1,0,0.09450000000000003,1
Simetryn,-2.6889999999999996,1,213.31,0,1,3,45.150000000000006,-2.676,CSc1nc(N(C)C)nc(N(C)C)n1,213.31,6,0,0.7255,1
Ethylene,-0.815,1,28.053999999999995,0,0,0,0.0,-0.4,C=C,28.053999999999995,0,0,0.8022,1
"3,3-Dimethyl-1-butanol",-1.365,1,102.177,1,0,1,20.23,-0.5,CC(C)(C)CCO,102.17699999999999,1,1,1.4149,1
5-Allyl-5-ethylbarbital,-1.368,1,196.20599999999996,2,1,3,75.27000000000001,-1.614,C=CCC1(CC)C(=O)NC(=O)NC1=O,196.206,3,2,0.3249000000000001,1
"2,3,4-Trichlorophenol",-3.705,1,197.448,1,1,0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl,197.448,1,1,3.3524000000000003,1
Anisole,-2.3680000000000003,1,108.13999999999996,0,1,1,9.23,-1.85,COc1ccccc1,108.13999999999997,1,0,1.6952,1
chloropropylate,-5.093,1,339.21800000000013,1,2,4,46.53,-4.53,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,339.2180000000001,3,1,4.180900000000003,1
aldosterone,-3.0660000000000003,1,360.4500000000001,2,4,3,91.67000000000002,-3.85,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,360.45000000000016,5,2,1.8456999999999997,1
Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,286.331,3,1,3.581000000000002,1
4-Ethyltoluene,-3.3280000000000003,1,120.19499999999996,0,1,1,0.0,-3.11,CCc1ccc(C)cc1,120.19499999999996,0,0,2.5574200000000005,1
Diisopropylsulfide,-2.162,1,118.245,0,0,2,0.0,-2.24,CC(C)SC(C)C,118.24499999999999,1,0,2.5364000000000004,1
"1,3-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-2.29,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,168.10799999999998,4,0,1.503,1
Ethion,-5.471,1,384.4870000000002,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.4870000000002,8,0,5.005300000000004,0
probarbital,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O,198.22199999999998,3,2,0.40479999999999994,1
cortisone acetate,-3.426,1,402.48700000000025,1,4,3,97.74,-4.21,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,402.48700000000025,6,1,2.560600000000001,1
Metronidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.22,Cc1ncc([N+](=O)[O-])n1CCO,171.15599999999998,5,1,0.09201999999999994,1
p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1,127.574,1,1,1.9222,1
"2,2-Dimethylpentanol",-1.719,1,116.20399999999998,1,0,3,20.23,-1.52,CCCC(C)(C)CO,116.20399999999998,1,1,1.8050000000000002,1
Furane,-1.837,2,68.07499999999999,0,1,0,13.14,-0.82,c1ccoc1,68.07499999999999,1,0,1.2795999999999998,1
Methoproptryne,-3.259,1,271.39,2,1,8,71.96000000000001,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1,271.39,7,2,1.8621999999999999,1
Norea,-2.47,1,222.3319999999999,1,3,1,32.34,-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C1CCCC21,222.33199999999994,1,1,2.0822999999999996,1
t-Butylbenzene ,-3.554,1,134.22199999999998,0,1,0,0.0,-3.66,CC(C)(C)c1ccccc1,134.22199999999998,0,0,2.9841000000000015,1
kebuzone,-2.645,1,322.36400000000003,0,3,5,57.690000000000005,-3.27,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,322.3640000000001,3,0,2.966800000000001,1
prednisolone acetate,-3.5069999999999997,1,402.48700000000014,2,4,3,100.90000000000002,-4.37,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,402.48700000000014,6,2,2.1284,1
Methyl propyl ether ,-0.718,1,74.12299999999999,0,0,2,9.23,-0.39,CCCOC,74.12299999999999,1,0,1.0428,1
Isopropyl acetate,-1.1909999999999998,1,102.133,0,0,1,26.3,-0.55,CC(=O)OC(C)C,102.133,2,0,0.9579,1
Bromobenzene,-3.345,1,157.01,0,1,0,0.0,-2.55,Brc1ccccc1,157.01,0,0,2.4491000000000005,1
Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1,166.176,3,1,1.5689,1
3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,352.3900000000001,4,1,2.782800000000001,1
testosterone propionate,-4.87,1,344.4950000000001,0,4,2,43.370000000000005,-5.37,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,344.4950000000001,3,0,4.840100000000005,1
Coronene,-6.885,2,300.36000000000007,0,7,0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,300.36000000000007,0,0,6.919200000000002,0
allopurinol,-0.84,1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12,136.114,3,2,-0.35380000000000006,1
Chloroethylene,-1.188,1,62.499,0,0,0,0.0,-1.75,C=CCl,62.498999999999995,0,0,1.3687,1
diphenamid,-3.147,1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c1ccccc1,239.318,1,0,2.9067000000000016,1
Tetrabromomethane,-4.063,1,331.62699999999995,0,0,0,0.0,-3.14,BrC(Br)(Br)Br,331.62699999999995,0,0,3.1773000000000002,1
RTI 22,-4.408,1,296.374,1,3,2,48.47,-4.871,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,296.374,4,1,3.1797200000000014,1
phthalimide,-1.882,1,147.13299999999998,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc21,147.13299999999998,2,1,0.5702,1
Fenarimol,-4.1080000000000005,1,331.202,1,3,3,46.010000000000005,-4.38,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,331.202,3,1,4.0676000000000005,1
Methyl benzoate ,-2.4619999999999997,1,136.14999999999998,0,1,1,26.3,-1.85,COC(=O)c1ccccc1,136.14999999999998,2,0,1.4732,1
1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O,126.115,3,1,-0.9264000000000001,1
oxyphenbutazone,-3.739,1,324.38000000000005,1,3,5,60.85000000000001,-3.73,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,324.38000000000005,3,1,3.493400000000002,1
"2,2',3,5'-PCB",-6.155,1,291.9920000000001,0,2,1,0.0,-6.47,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,291.992,0,0,5.967200000000002,0
Quinethazone,-2.184,1,289.7440000000001,3,2,2,101.29,-3.29,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,289.74399999999997,4,3,0.8788000000000005,1
Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,233.09799999999998,1,1,3.0869000000000018,1
Cyclopentene ,-1.72,2,68.11900000000001,0,1,0,0.0,-2.1,C1=CCCC1,68.119,0,0,1.7265,1
alloxantin,0.919,1,286.156,6,2,1,191.0,-1.99,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,286.156,8,6,-4.819399999999999,0
Nonane,-3.678,1,128.259,0,0,6,0.0,-5.88,CCCCCCCCC,128.259,0,0,3.7569000000000026,1
2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl,128.558,1,1,2.0456000000000003,1
5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59,Cc1cc2ccccc2c2ccc3ccccc3c12,242.321,0,0,5.454620000000004,0
Phenetole,-2.66,1,122.16699999999996,0,1,2,9.23,-2.33,CCOc1ccccc1,122.16699999999996,1,0,2.0853,1
ethyl cinnamate,-3.0980000000000003,1,176.215,0,1,3,26.3,-3.0,CCOC(=O)C=Cc1ccccc1,176.215,2,0,2.2629,1
Terbacil,-3.033,1,216.668,1,1,0,54.86,-2.484,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,216.66799999999998,3,1,1.25342,1
Clonazepam,-3.707,1,315.716,1,3,2,84.6,-3.4989999999999997,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.716,4,1,3.037700000000001,1
p-Toluenesulfonamide ,-1.815,1,171.22099999999998,1,1,1,60.16,-1.74,Cc1ccc(S(N)(=O)=O)cc1,171.22100000000003,2,1,0.6424200000000002,1
Chlorbufam,-3.629,1,223.659,1,1,2,38.33,-2.617,C#CC(C)OC(=O)Nc1cccc(Cl)c1,223.65900000000002,2,1,2.9102000000000006,1
2-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.08,CCCCCC(C)C,114.23199999999999,0,0,3.2227000000000023,1
Cyhalothrin,-6.905,1,449.8560000000001,0,3,6,59.32000000000001,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,449.8560000000001,4,0,6.543980000000005,0
Apazone,-2.9,1,300.3620000000001,0,3,2,56.220000000000006,-3.5380000000000003,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,300.3620000000001,4,0,2.0642199999999997,1
Diazepam,-4.05,1,284.74600000000004,0,3,1,32.67,-3.754,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.74600000000004,2,0,3.153800000000002,1
2-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.7,CCC(O)C(C)C,102.17699999999999,1,1,1.4133,1
fensulfothion,-3.283,1,308.36100000000005,0,1,7,44.760000000000005,-2.3,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,308.36100000000005,5,0,3.1003000000000016,1
borneol,-2.423,1,154.253,1,2,0,20.23,-2.32,CC1(C)C2CCC1(C)C(O)C2,154.253,1,1,2.1935000000000002,1
Testosterone,-3.659,1,288.431,1,4,0,37.3,-4.02,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,288.43100000000004,2,1,3.8792000000000026,1
Heptane,-2.97,1,100.205,0,0,4,0.0,-4.53,CCCCCCC,100.205,0,0,2.976700000000002,1
1-Napthol,-3.08,1,144.17299999999997,1,2,0,20.23,-2.22,Oc1cccc2ccccc12,144.17299999999997,1,1,2.5454000000000008,1
"cis-1,2-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.3,CC1CCCCC1C,112.216,0,0,2.832600000000001,1
Trimazosin,-3.958,1,435.48100000000034,2,3,6,132.5,-3.638,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,435.4810000000003,10,2,1.2673,1
Cholanthrene,-5.942,2,254.33199999999997,0,5,0,0.0,-7.85,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,254.33199999999994,0,0,5.244800000000003,0
Medrogestone,-4.593,1,340.5070000000001,0,4,1,34.14,-5.27,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,340.5070000000001,2,0,5.279700000000005,0
2-Heptanone,-1.554,1,114.188,0,0,4,17.07,-1.45,CCCCCC(C)=O,114.18799999999999,1,0,2.1557000000000004,1
Acephate,-0.416,1,183.169,1,0,3,55.4,0.54,COP(=O)(NC(C)=O)SC,183.16899999999998,4,1,1.24,1
DEF,-4.074,1,314.5220000000001,0,0,12,17.07,-5.14,CCCCSP(=O)(SCCCC)SCCCC,314.5220000000001,4,0,6.694400000000005,0
phthalamide,-0.636,1,149.149,1,2,0,46.17,-2.932,O=C1NC(=O)C2C=CC=CC12,149.14899999999997,2,1,0.0011999999999998678,1
Trichlomethiazide,-2.98,1,380.662,3,2,2,118.36,-2.68,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.66200000000003,5,3,0.8210000000000004,1
2-Methy-2-Butene,-1.994,1,70.13499999999999,0,0,0,0.0,-2.56,CC=C(C)C,70.13499999999999,0,0,1.9725,1
"1,2,4-Trimethylbenzene",-3.343,1,120.195,0,1,0,0.0,-3.31,Cc1ccc(C)c(C)c1,120.195,0,0,2.611860000000001,1
"2,4,5-Trichlorophenol ",-3.78,1,197.448,1,1,0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl,197.448,1,1,3.3524000000000003,1
phenanthridine,-3.713,2,179.22199999999998,0,3,0,12.89,-2.78,c1ccc2c(c1)cnc1ccccc12,179.22199999999998,1,0,3.388000000000001,1
3-Methyl-3-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-0.98,CCCC(C)(O)CC,116.20399999999998,1,1,1.9475,1
Octane,-3.324,1,114.232,0,0,5,0.0,-5.24,CCCCCCCC,114.232,0,0,3.3668000000000022,1
Anthracene,-4.518,2,178.23399999999995,0,3,0,0.0,-6.35,c1ccc2cc3ccccc3cc2c1,178.23399999999995,0,0,3.993000000000002,1
Phenylhydrazine,-1.866,1,108.14399999999998,2,1,1,38.05,0.07,NNc1ccccc1,108.14399999999998,2,2,0.9722000000000002,1
Propionaldehyde,-0.3939999999999999,1,58.08,0,0,1,17.07,0.58,CCC=O,58.08,1,0,0.5952999999999999,1
Cyclooctane,-3.355,2,112.216,0,1,0,0.0,-4.15,C1CCCCCCC1,112.21600000000001,0,0,3.120800000000002,1
"5,5-Diallylbarbital",-1.471,1,208.21699999999996,2,1,4,75.27000000000001,-2.077,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,208.21699999999998,3,2,0.491,1
Trichloromethane,-1.812,1,119.378,0,0,0,0.0,-1.17,ClC(Cl)Cl,119.37800000000001,0,0,1.9864,1
thiouracil,-0.992,1,128.15599999999998,2,1,0,45.75,-2.273,O=c1ccnc(S)[nH]1,128.156,3,2,0.05860000000000004,1
Pencycuron,-5.126,1,328.84299999999996,1,3,4,32.34,-5.915,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,328.84300000000013,1,1,5.3167000000000035,0
1-Methylcyclohexene ,-2.574,1,96.17300000000002,0,1,0,0.0,-3.27,CC1=CCCCC1,96.17300000000002,0,0,2.5067000000000004,1
2-Ethylhexanal,-2.232,1,128.21499999999995,0,0,5,17.07,-2.13,CCCCC(C=O)CC,128.21499999999997,1,0,2.401700000000001,1
Khellin,-3.603,1,260.24499999999995,0,3,2,61.81,-3.0210000000000004,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,260.24499999999995,5,0,2.8648200000000017,1
5-Ethyl-5-(3-methylbutyl)barbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.658,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.27599999999998,3,2,1.1849999999999998,1
Benzo(j)fluoranthene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.0,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,252.31599999999997,0,0,5.640400000000003,0
2-Ethylbutanal,-1.523,1,100.161,0,0,3,17.07,-1.52,CCC(C=O)CC,100.161,1,0,1.6215,1
Dipropyl ether,-1.426,1,102.177,0,0,4,9.23,-1.62,CCCOCCC,102.17699999999999,1,0,1.823,1
1-Tetradecanol,-4.231,1,214.39299999999992,1,0,12,20.23,-5.84,CCCCCCCCCCCCCCO,214.39299999999994,1,1,4.679800000000005,1
"2,3,6-Trichlorophenol",-3.572,1,197.448,1,1,0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl,197.44799999999998,1,1,3.3523999999999994,1
Urea,0.8320000000000001,1,60.056,2,0,0,69.11,0.96,NC(N)=O,60.056,1,2,-0.9762000000000002,1
1-Pentyne,-1.446,1,68.11899999999999,0,0,1,0.0,-1.64,C#CCCC,68.119,0,0,1.4197,1
"1,3-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-3.54,Brc1cccc(Br)c1,235.90599999999998,0,0,3.2116000000000007,1
1-Octadecanol,-5.649,1,270.50099999999986,1,0,16,20.23,-8.4,CCCCCCCCCCCCCCCCCCO,270.50099999999986,1,1,6.240200000000008,0
Acetanilide,-1.857,1,135.16599999999997,1,1,1,29.1,-1.33,CC(=O)Nc1ccccc1,135.16599999999997,1,1,1.6449999999999998,1
hematein,-1.795,1,300.266,4,4,0,107.22,-2.7,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,300.266,6,4,1.3295999999999997,1
Isonazid,-0.7170000000000001,1,137.14200000000002,2,1,1,68.01,0.009,NNC(=O)c1ccncc1,137.142,3,2,-0.3149000000000006,1
hydroxychlordene,-4.156000000000001,1,354.8749999999999,1,3,0,20.23,-5.46,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,354.875,1,1,3.995,1
Isopentyl formate,-1.449,1,116.15999999999998,0,0,4,26.3,-1.52,CC(C)CCOC=O,116.15999999999998,2,0,1.2055,1
Acetophenone,-2.0780000000000003,1,120.15099999999995,0,1,1,17.07,-1.28,CC(=O)c1ccccc1,120.15099999999995,1,0,1.8892,1
biquinoline,-4.9030000000000005,2,256.308,0,4,1,25.78,-5.4,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,256.308,2,0,4.450000000000003,1
Triethyl phosphate,-0.953,1,182.156,0,0,6,44.760000000000005,0.43,CCOP(=O)(OCC)OCC,182.15599999999998,4,0,2.2039999999999997,1
D-fenchone,-2.158,1,152.237,0,2,0,17.07,-1.85,CC12CCC(C1)C(C)(C)C2=O,152.237,1,0,2.401700000000001,1
7-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-0.91,COc1cnc2cncnc2n1,162.152,5,0,0.42839999999999984,1
Chlordene,-5.152,1,338.876,0,3,0,0.0,-5.64,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,338.876,0,0,5.024200000000001,0
2-Nitropropane,-0.743,1,89.094,0,0,1,43.14,-0.62,CC(C)[N+](=O)[O-],89.094,2,0,0.6715,1
Carbazole,-3.836,2,167.21099999999998,1,3,0,15.79,-5.27,c1ccc2c(c1)[nH]c1ccccc12,167.21099999999998,0,1,3.3211000000000013,1
Erythritol,0.675,1,122.12,4,0,3,80.92,0.7,OCC(O)C(O)CO,122.11999999999999,4,4,-2.3071999999999995,1
Risocaine,-2.7089999999999996,1,179.21899999999997,1,1,3,52.32,-2.452,CCCOC(=O)c1ccc(N)cc1,179.21899999999997,3,1,1.8356,1
Azodrin,-0.949,1,223.16499999999996,1,0,5,73.86,0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC,223.16499999999996,5,1,1.0536999999999999,1
Succinimide,0.282,1,99.089,1,1,0,46.17,0.3,O=C1CCC(=O)N1,99.089,2,1,-0.577,1
"2,3-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.28,CCC(C)C(C)C,100.20499999999998,0,0,2.6885000000000012,1
bupirimate,-3.4930000000000003,1,316.4270000000001,1,1,8,84.42,-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,316.4270000000001,6,1,1.74462,1
RTI 16,-3.411,1,270.361,0,3,1,32.260000000000005,-4.6339999999999995,CCN1c2ncccc2C(=S)N(C)c2cccnc21,270.361,4,0,2.759900000000001,1
RTI 9,-3.784,1,239.274,0,3,1,29.54,-3.68,CCN1C(=O)c2ccccc2Oc2ccccc21,239.27399999999997,2,0,3.4590000000000023,1
Tetrahydropyran ,-0.978,2,86.134,0,1,0,9.23,-0.03,C1CCOCC1,86.134,1,0,1.1869,1
1-Heptyne,-2.155,1,96.173,0,0,3,0.0,-3.01,C#CCCCCC,96.173,0,0,2.1999000000000004,1
osthole,-4.0760000000000005,1,244.2899999999999,0,2,3,39.44,-4.314,COc1ccc2ccc(=O)oc2c1CC=C(C)C,244.28999999999994,3,0,3.3103000000000016,1
3-Methylcholanthrene,-6.311,1,268.3589999999999,0,5,0,0.0,-7.92,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,268.359,0,0,5.553220000000004,0
Ethyl benzoate ,-2.775,1,150.177,0,1,2,26.3,-2.32,CCOC(=O)c1ccccc1,150.177,2,0,1.8633,1
1-Chloro-2-methylpropane,-1.924,1,92.569,0,0,1,0.0,-2.0,CC(C)CCl,92.56899999999999,0,0,1.8812,1
Ethinyl estradiol,-4.317,1,296.41,2,4,0,40.46,-4.3,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,296.4100000000001,2,2,3.6126000000000023,1
methyl laurate,-4.025,1,214.34899999999996,0,0,10,26.3,-4.69,CCCCCCCCCCCC(=O)OC,214.34899999999996,2,0,4.080300000000003,1
Di-n-propylsulfide,-2.307,1,118.245,0,0,4,0.0,-2.58,CCCSCCC,118.24499999999999,1,0,2.539600000000001,1
Napthacene,-5.568,2,228.294,0,4,0,0.0,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1,228.29399999999998,0,0,5.146200000000003,0
1-Bromopentane,-2.658,1,151.047,0,0,3,0.0,-3.08,CCCCCBr,151.047,0,0,2.5715000000000012,1
trans-2-Heptene ,-2.784,1,98.18899999999998,0,0,3,0.0,-3.82,C/C=C/CCCC,98.18900000000001,0,0,2.752700000000001,1
Metranidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.26,Cc1ncc([N+](=O)[O-])n1CCO,171.15599999999998,5,1,0.09201999999999994,1
Pentylcyclopentane,-3.869,1,140.26999999999998,0,1,4,0.0,-6.08,CCCCCC1CCCC1,140.26999999999998,0,0,3.7569000000000026,1
"2,2',3,5,5',6-PCB",-7.261,1,360.88200000000006,0,2,1,0.0,-7.42,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,360.88200000000006,0,0,7.274000000000001,0
5-Ethyl-5-isopropylbarbituric acid,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.148,CCC1(C(C)C)C(=O)NC(=O)NC1=O,198.22199999999998,3,2,0.40479999999999994,1
"1,1,1-Trichloroethane",-2.232,1,133.405,0,0,0,0.0,-2.0,CC(Cl)(Cl)Cl,133.405,0,0,2.376500000000001,1
Monolinuron,-2.948,1,214.652,1,1,2,41.57,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1,214.652,2,1,2.365100000000001,1
Cyclohexyl-5-spirobarbituric acid,-1.405,1,196.206,2,2,0,75.27,-3.06,O=C1NC(=O)C2(CCCCC2)C(=O)N1,196.206,3,2,0.3029,1
dimetan,-2.3040000000000003,1,211.2609999999999,0,1,1,46.61,-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,211.26099999999994,3,0,1.9576,1
4-Bromotoluene,-3.667,1,171.03700000000003,0,1,0,0.0,-3.19,Cc1ccc(Br)cc1,171.03700000000003,0,0,2.7575200000000013,1
Diethyl ether ,-0.718,1,74.123,0,0,2,9.23,-0.09,CCOCC,74.123,1,0,1.0428000000000002,1
Rovral,-4.004,1,330.17100000000005,1,2,2,69.72,-4.376,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,330.17100000000005,3,1,2.880000000000001,1
Benfluralin,-5.205,1,335.28200000000004,0,1,7,89.51999999999998,-5.53,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],335.28200000000004,5,0,4.148200000000004,1
"2,4,6-Trimethylphenol",-2.9410000000000003,1,136.194,1,1,0,20.23,-2.05,Cc1cc(C)c(O)c(C)c1,136.194,1,1,2.3174600000000005,1
Benzene ,-2.418,2,78.11399999999999,0,1,0,0.0,-1.64,c1ccccc1,78.11399999999999,0,0,1.6866,1
p-Chloroiodobenzene,-4.3839999999999995,1,238.455,0,1,0,0.0,-4.03,Clc1ccc(I)cc1,238.45499999999998,0,0,2.944600000000001,1
Metoxuron,-2.6830000000000003,1,228.67899999999997,1,1,2,41.57,-2.5639999999999996,COc1ccc(NC(=O)N(C)C)cc1Cl,228.67899999999997,2,1,2.4421,1
propachlor,-3.018,1,211.69200000000004,0,1,3,20.31,-2.48,CC(C)N(C(=O)CCl)c1ccccc1,211.69200000000004,1,0,2.666800000000001,1
